player_name,team_name,stat_type,line,timestamp
Caitlin Clark,IND,3-PT Made,2.5,2025-06-17T11:02:49.810119
Caitlin Clark,IND,Pts+Rebs,27.5,2025-06-17T11:02:49.810121
Caitlin Clark,IND,Points,24.5,2025-06-17T11:02:49.810122
Caitlin Clark,IND,Rebounds,7.5,2025-06-17T11:02:49.810123
Kelsey Mitchell,IND,3-PT Attempted,6.0,2025-06-17T11:02:49.810124
Kelsey Mitchell,IND,Pts+Rebs+Asts,20.5,2025-06-17T11:02:49.810125
Kelsey Mitchell,IND,Points,15.5,2025-06-17T11:02:49.810126
Kelsey Mitchell,IND,Points,19.5,2025-06-17T11:02:49.810127
Kelsey Mitchell,IND,Points,17.0,2025-06-17T11:02:49.810129
Kelsey Mitchell,IND,Points,24.5,2025-06-17T11:02:49.810129
Kelsey Mitchell,IND,3-PT Made,3.5,2025-06-17T11:02:49.810131
Kelsey Mitchell,IND,Fantasy Score,24.5,2025-06-17T11:02:49.810131
Kelsey Mitchell,IND,Points,14.5,2025-06-17T11:02:49.810132
Kelsey Mitchell,IND,Free Throws Made,2.5,2025-06-17T11:02:49.810136
Kelsey Mitchell,IND,3-PT Made,2.5,2025-06-17T11:02:49.810137
Kelsey Mitchell,IND,3-PT Made,1.5,2025-06-17T11:02:49.810138
Kelsey Mitchell,IND,FG Attempted,15.5,2025-06-17T11:02:49.810139
Aliyah Boston,IND,Points,14.5,2025-06-17T11:02:49.810140
Aliyah Boston,IND,Rebounds,10.5,2025-06-17T11:02:49.810141
Aliyah Boston,IND,Points,9.5,2025-06-17T11:02:49.810142
Aliyah Boston,IND,Rebounds,11.5,2025-06-17T11:02:49.810143
Aliyah Boston,IND,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.810144
Aliyah Boston,IND,Assists,5.5,2025-06-17T11:02:49.810145
Aliyah Boston,IND,Points,19.5,2025-06-17T11:02:49.810146
Aliyah Boston,IND,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.810148
Aliyah Boston,IND,Assists,2.5,2025-06-17T11:02:49.810149
Aliyah Boston,IND,Points,13.5,2025-06-17T11:02:49.810150
Aliyah Boston,IND,Rebs+Asts,12.0,2025-06-17T11:02:49.810151
Aliyah Boston,IND,Rebounds,9.5,2025-06-17T11:02:49.810152
Aliyah Boston,IND,Points,11.5,2025-06-17T11:02:49.810154
Aliyah Boston,IND,Rebounds,6.5,2025-06-17T11:02:49.810155
Aliyah Boston,IND,Rebounds,7.5,2025-06-17T11:02:49.810156
Aliyah Boston,IND,Rebounds,5.5,2025-06-17T11:02:49.810157
Aliyah Boston,IND,Pts+Rebs+Asts,19.5,2025-06-17T11:02:49.810158
Aliyah Boston,IND,Pts+Rebs,21.5,2025-06-17T11:02:49.810159
Aliyah Boston,IND,Defensive Rebounds,5.0,2025-06-17T11:02:49.810160
Aliyah Boston,IND,Assists,4.5,2025-06-17T11:02:49.810161
Aliyah Boston,IND,Assists,6.5,2025-06-17T11:02:49.810163
Aliyah Boston,IND,Pts+Rebs+Asts,25.5,2025-06-17T11:02:49.810164
Aliyah Boston,IND,Pts+Asts,17.5,2025-06-17T11:02:49.810165
Aliyah Boston,IND,Offensive Rebounds,2.5,2025-06-17T11:02:49.810166
Aliyah Boston,IND,FG Attempted,9.5,2025-06-17T11:02:49.810167
Aliyah Boston,IND,Assists,4.0,2025-06-17T11:02:49.810168
Aliyah Boston,IND,Fantasy Score,31.5,2025-06-17T11:02:49.810169
Aliyah Boston,IND,Assists,3.5,2025-06-17T11:02:49.810170
Tina Charles,CON,Pts+Rebs+Asts,25.5,2025-06-17T11:02:49.810172
Tina Charles,CON,Points,15.5,2025-06-17T11:02:49.810173
Tina Charles,CON,Fantasy Score,28.5,2025-06-17T11:02:49.810174
Tina Charles,CON,Free Throws Made,3.0,2025-06-17T11:02:49.810175
Tina Charles,CON,FG Attempted,15.0,2025-06-17T11:02:49.810176
Tina Charles,CON,Rebounds,7.5,2025-06-17T11:02:49.810177
Tina Charles,CON,Rebounds,4.5,2025-06-17T11:02:49.810178
Tina Charles,CON,Defensive Rebounds,5.0,2025-06-17T11:02:49.810179
Tina Charles,CON,Rebounds,6.0,2025-06-17T11:02:49.810180
Tina Charles,CON,Points,19.5,2025-06-17T11:02:49.810181
Tina Charles,CON,Pts+Rebs,23.5,2025-06-17T11:02:49.810182
Tina Charles,CON,Points,24.5,2025-06-17T11:02:49.810184
Tina Charles,CON,Rebounds,5.5,2025-06-17T11:02:49.810185
Tina Charles,CON,Rebounds,9.5,2025-06-17T11:02:49.810186
Tina Charles,CON,Rebounds,8.5,2025-06-17T11:02:49.810187
Tina Charles,CON,Points,14.5,2025-06-17T11:02:49.810188
Tina Charles,CON,Points,16.5,2025-06-17T11:02:49.810189
Olivia Nelson-Ododa,CON,Rebounds,5.5,2025-06-17T11:02:49.810192
Olivia Nelson-Ododa,CON,Rebounds,7.5,2025-06-17T11:02:49.810193
Olivia Nelson-Ododa,CON,Rebounds,4.5,2025-06-17T11:02:49.810194
Olivia Nelson-Ododa,CON,Free Throws Made,2.5,2025-06-17T11:02:49.810195
Olivia Nelson-Ododa,CON,Defensive Rebounds,4.5,2025-06-17T11:02:49.810197
Olivia Nelson-Ododa,CON,Rebounds,8.5,2025-06-17T11:02:49.810197
Olivia Nelson-Ododa,CON,Points,9.5,2025-06-17T11:02:49.810198
Olivia Nelson-Ododa,CON,Rebounds,9.5,2025-06-17T11:02:49.810200
Rhyne Howard,ATL,Pts+Rebs,23.0,2025-06-17T11:02:49.810212
Rhyne Howard,ATL,Fantasy Score,35.5,2025-06-17T11:02:49.810214
Rhyne Howard,ATL,Assists,5.5,2025-06-17T11:02:49.810215
Rhyne Howard,ATL,Points,14.5,2025-06-17T11:02:49.810216
Rhyne Howard,ATL,Assists,3.5,2025-06-17T11:02:49.810217
Rhyne Howard,ATL,Pts+Asts,22.0,2025-06-17T11:02:49.810218
Rhyne Howard,ATL,Assists,4.0,2025-06-17T11:02:49.810220
Rhyne Howard,ATL,3-PT Attempted,11.5,2025-06-17T11:02:49.810222
Rhyne Howard,ATL,Assists,2.5,2025-06-17T11:02:49.810223
Rhyne Howard,ATL,Pts+Rebs+Asts,39.5,2025-06-17T11:02:49.810224
Rhyne Howard,ATL,Assists,6.5,2025-06-17T11:02:49.810225
Rhyne Howard,ATL,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.810226
Rhyne Howard,ATL,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.810227
Rhyne Howard,ATL,Assists,4.5,2025-06-17T11:02:49.810228
Rhyne Howard,ATL,3-PT Made,3.5,2025-06-17T11:02:49.810230
Rhyne Howard,ATL,Points,17.5,2025-06-17T11:02:49.810231
Rhyne Howard,ATL,Pts+Rebs+Asts,27.5,2025-06-17T11:02:49.810232
Rhyne Howard,ATL,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.810234
Rhyne Howard,ATL,3-PT Made,4.5,2025-06-17T11:02:49.810235
Rhyne Howard,ATL,Points,24.5,2025-06-17T11:02:49.810236
Rhyne Howard,ATL,Rebounds,7.5,2025-06-17T11:02:49.810237
Rhyne Howard,ATL,Free Throws Made,3.0,2025-06-17T11:02:49.810238
Rhyne Howard,ATL,FG Attempted,16.5,2025-06-17T11:02:49.810239
Rhyne Howard,ATL,Rebounds,4.5,2025-06-17T11:02:49.810240
Rhyne Howard,ATL,Rebounds,8.5,2025-06-17T11:02:49.810241
Rhyne Howard,ATL,Points,19.5,2025-06-17T11:02:49.810242
Rhyne Howard,ATL,Rebounds,5.5,2025-06-17T11:02:49.810243
Rhyne Howard,ATL,Rebounds,3.5,2025-06-17T11:02:49.810244
Rhyne Howard,ATL,Rebounds,5.0,2025-06-17T11:02:49.810245
Rhyne Howard,ATL,3-PT Made,5.5,2025-06-17T11:02:49.810246
Rhyne Howard,ATL,3-PT Made,2.5,2025-06-17T11:02:49.810247
Allisha Gray,ATL,Pts+Rebs,22.0,2025-06-17T11:02:49.810249
Allisha Gray,ATL,Fantasy Score,31.0,2025-06-17T11:02:49.810250
Allisha Gray,ATL,3-PT Made,1.5,2025-06-17T11:02:49.810251
Allisha Gray,ATL,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.810252
Allisha Gray,ATL,Points,24.5,2025-06-17T11:02:49.810253
Allisha Gray,ATL,FG Attempted,12.5,2025-06-17T11:02:49.810254
Allisha Gray,ATL,Free Throws Made,4.5,2025-06-17T11:02:49.810255
Allisha Gray,ATL,Assists,5.5,2025-06-17T11:02:49.810256
Allisha Gray,ATL,Assists,2.5,2025-06-17T11:02:49.810257
Allisha Gray,ATL,Points,15.5,2025-06-17T11:02:49.810258
Allisha Gray,ATL,3-PT Made,3.5,2025-06-17T11:02:49.810259
Allisha Gray,ATL,Points,14.5,2025-06-17T11:02:49.810260
Allisha Gray,ATL,3-PT Attempted,5.5,2025-06-17T11:02:49.810261
Allisha Gray,ATL,Points,16.5,2025-06-17T11:02:49.810262
Allisha Gray,ATL,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.810263
Allisha Gray,ATL,Rebounds,6.5,2025-06-17T11:02:49.810263
Allisha Gray,ATL,3-PT Made,2.5,2025-06-17T11:02:49.810264
Allisha Gray,ATL,Rebounds,5.0,2025-06-17T11:02:49.810265
Allisha Gray,ATL,Pts+Rebs+Asts,27.5,2025-06-17T11:02:49.810266
Allisha Gray,ATL,Defensive Rebounds,3.5,2025-06-17T11:02:49.810268
Allisha Gray,ATL,Points,19.5,2025-06-17T11:02:49.810269
Allisha Gray,ATL,Assists,4.5,2025-06-17T11:02:49.810270
Allisha Gray,ATL,Rebounds,4.5,2025-06-17T11:02:49.810271
Allisha Gray,ATL,Points,18.5,2025-06-17T11:02:49.810272
Allisha Gray,ATL,3-PT Made,4.5,2025-06-17T11:02:49.810273
Allisha Gray,ATL,Pts+Rebs+Asts,25.5,2025-06-17T11:02:49.810274
Allisha Gray,ATL,Pts+Asts,20.5,2025-06-17T11:02:49.810275
Allisha Gray,ATL,Offensive Rebounds,1.5,2025-06-17T11:02:49.810276
Allisha Gray,ATL,Rebounds,5.5,2025-06-17T11:02:49.810277
Allisha Gray,ATL,Rebounds,7.5,2025-06-17T11:02:49.810278
Allisha Gray,ATL,Rebounds,3.5,2025-06-17T11:02:49.810279
Allisha Gray,ATL,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.810280
Brittney Griner,ATL,Pts+Rebs,16.0,2025-06-17T11:02:49.810281
Brittney Griner,ATL,Points,14.5,2025-06-17T11:02:49.810282
Brittney Griner,ATL,Points,7.5,2025-06-17T11:02:49.810283
Brittney Griner,ATL,Defensive Rebounds,4.5,2025-06-17T11:02:49.810284
Brittney Griner,ATL,Rebounds,7.5,2025-06-17T11:02:49.810285
Brittney Griner,ATL,Fantasy Score,22.5,2025-06-17T11:02:49.810290
Brittney Griner,ATL,Rebounds,4.5,2025-06-17T11:02:49.810292
Brittney Griner,ATL,Pts+Rebs+Asts,18.0,2025-06-17T11:02:49.810293
Brittney Griner,ATL,Free Throws Made,1.5,2025-06-17T11:02:49.810294
Brittney Griner,ATL,Points,10.5,2025-06-17T11:02:49.810295
Brittney Griner,ATL,Points,9.5,2025-06-17T11:02:49.810296
Brittney Griner,ATL,Rebounds,8.5,2025-06-17T11:02:49.810297
Brittney Griner,ATL,Rebounds,9.5,2025-06-17T11:02:49.810298
Brittney Griner,ATL,Points,17.5,2025-06-17T11:02:49.810299
Brittney Griner,ATL,Rebounds,5.5,2025-06-17T11:02:49.810300
Brionna Jones,ATL,Fantasy Score,29.0,2025-06-17T11:02:49.810302
Brionna Jones,ATL,Rebounds,5.5,2025-06-17T11:02:49.810303
Brionna Jones,ATL,Rebounds,6.5,2025-06-17T11:02:49.810304
Brionna Jones,ATL,Points,9.5,2025-06-17T11:02:49.810306
Brionna Jones,ATL,Points,14.5,2025-06-17T11:02:49.810307
Brionna Jones,ATL,Defensive Rebounds,5.0,2025-06-17T11:02:49.810308
Brionna Jones,ATL,Rebounds,9.5,2025-06-17T11:02:49.810309
Brionna Jones,ATL,Free Throws Made,1.5,2025-06-17T11:02:49.810310
Brionna Jones,ATL,Points,12.0,2025-06-17T11:02:49.810311
Brionna Jones,ATL,Rebounds,8.0,2025-06-17T11:02:49.810312
Brionna Jones,ATL,Rebounds,7.5,2025-06-17T11:02:49.810313
Brionna Jones,ATL,Pts+Rebs,20.5,2025-06-17T11:02:49.810314
Brionna Jones,ATL,Offensive Rebounds,3.0,2025-06-17T11:02:49.810315
Brionna Jones,ATL,Points,19.5,2025-06-17T11:02:49.810317
Brionna Jones,ATL,Rebounds,11.5,2025-06-17T11:02:49.810318
Brionna Jones,ATL,Pts+Rebs+Asts,22.5,2025-06-17T11:02:49.810318
Brionna Jones,ATL,Points,17.5,2025-06-17T11:02:49.810319
Brionna Jones,ATL,Rebounds,10.5,2025-06-17T11:02:49.810320
Breanna Stewart,NYL,Points,17.5,2025-06-17T11:02:49.810321
Breanna Stewart,NYL,Pts+Rebs,26.0,2025-06-17T11:02:49.810322
Breanna Stewart,NYL,Rebounds,5.5,2025-06-17T11:02:49.810323
Breanna Stewart,NYL,Offensive Rebounds,0.5,2025-06-17T11:02:49.810325
Breanna Stewart,NYL,Rebounds,4.5,2025-06-17T11:02:49.810326
Breanna Stewart,NYL,Fantasy Score,40.0,2025-06-17T11:02:49.810327
Breanna Stewart,NYL,Assists,5.5,2025-06-17T11:02:49.810328
Breanna Stewart,NYL,Assists,3.5,2025-06-17T11:02:49.810329
Breanna Stewart,NYL,Points,20.0,2025-06-17T11:02:49.810330
Breanna Stewart,NYL,Rebounds,7.5,2025-06-17T11:02:49.810331
Breanna Stewart,NYL,Rebounds,8.5,2025-06-17T11:02:49.810332
Breanna Stewart,NYL,Points,29.5,2025-06-17T11:02:49.810333
Breanna Stewart,NYL,FG Attempted,12.5,2025-06-17T11:02:49.810334
Breanna Stewart,NYL,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.810334
Breanna Stewart,NYL,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.810335
Breanna Stewart,NYL,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.810336
Breanna Stewart,NYL,Rebounds,9.5,2025-06-17T11:02:49.810337
Breanna Stewart,NYL,Points,24.5,2025-06-17T11:02:49.810339
Breanna Stewart,NYL,Free Throws Made,5.5,2025-06-17T11:02:49.810340
Breanna Stewart,NYL,Rebounds,6.0,2025-06-17T11:02:49.810341
Sabrina Ionescu,NYL,Assists,5.0,2025-06-17T11:02:49.810342
Sabrina Ionescu,NYL,Rebounds,5.5,2025-06-17T11:02:49.810343
Sabrina Ionescu,NYL,Pts+Rebs+Asts,28.0,2025-06-17T11:02:49.810344
Sabrina Ionescu,NYL,Assists,3.5,2025-06-17T11:02:49.810346
Sabrina Ionescu,NYL,Points,19.5,2025-06-17T11:02:49.810347
Sabrina Ionescu,NYL,3-PT Made,1.5,2025-06-17T11:02:49.810348
Sabrina Ionescu,NYL,Points,20.5,2025-06-17T11:02:49.810349
Sabrina Ionescu,NYL,Assists,4.5,2025-06-17T11:02:49.810350
Sabrina Ionescu,NYL,Assists,7.5,2025-06-17T11:02:49.810351
Sabrina Ionescu,NYL,Points,14.5,2025-06-17T11:02:49.810352
Sabrina Ionescu,NYL,3-PT Made,2.5,2025-06-17T11:02:49.810353
Sabrina Ionescu,NYL,Free Throws Made,3.5,2025-06-17T11:02:49.810354
Sabrina Ionescu,NYL,Points,18.5,2025-06-17T11:02:49.810355
Sabrina Ionescu,NYL,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.810356
Sabrina Ionescu,NYL,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.810357
Sabrina Ionescu,NYL,3-PT Made,3.5,2025-06-17T11:02:49.810358
Sabrina Ionescu,NYL,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.810359
Sabrina Ionescu,NYL,Points,24.5,2025-06-17T11:02:49.810360
Sabrina Ionescu,NYL,Pts+Rebs,23.0,2025-06-17T11:02:49.810362
Sabrina Ionescu,NYL,Rebounds,6.5,2025-06-17T11:02:49.810366
Sabrina Ionescu,NYL,Rebounds,2.5,2025-06-17T11:02:49.810367
Sabrina Ionescu,NYL,Assists,8.5,2025-06-17T11:02:49.810368
Sabrina Ionescu,NYL,FG Attempted,13.5,2025-06-17T11:02:49.810369
Sabrina Ionescu,NYL,Pts+Rebs+Asts,39.5,2025-06-17T11:02:49.810371
Sabrina Ionescu,NYL,Rebounds,4.5,2025-06-17T11:02:49.810372
Sabrina Ionescu,NYL,Assists,6.5,2025-06-17T11:02:49.810373
Sabrina Ionescu,NYL,Fantasy Score,35.5,2025-06-17T11:02:49.810374
Sabrina Ionescu,NYL,Pts+Asts,23.5,2025-06-17T11:02:49.810375
Sabrina Ionescu,NYL,Rebounds,4.0,2025-06-17T11:02:49.810376
Sabrina Ionescu,NYL,Rebounds,3.5,2025-06-17T11:02:49.810380
Sabrina Ionescu,NYL,3-PT Attempted,6.5,2025-06-17T11:02:49.810381
Sabrina Ionescu,NYL,Rebs+Asts,9.0,2025-06-17T11:02:49.810382
Sabrina Ionescu,NYL,3-PT Made,4.5,2025-06-17T11:02:49.810383
Sabrina Ionescu,NYL,Points,17.5,2025-06-17T11:02:49.810384
Jonquel Jones,NYL,Pts+Rebs+Asts,26.0,2025-06-17T11:02:49.810386
Jonquel Jones,NYL,3-PT Made,1.5,2025-06-17T11:02:49.810387
Jonquel Jones,NYL,3-PT Made,2.5,2025-06-17T11:02:49.810388
Jonquel Jones,NYL,Points,9.5,2025-06-17T11:02:49.810389
Jonquel Jones,NYL,Points,13.5,2025-06-17T11:02:49.810390
Jonquel Jones,NYL,Rebounds,10.0,2025-06-17T11:02:49.810391
Jonquel Jones,NYL,Pts+Rebs,23.5,2025-06-17T11:02:49.810392
Jonquel Jones,NYL,Points,17.5,2025-06-17T11:02:49.810393
Jonquel Jones,NYL,Points,11.5,2025-06-17T11:02:49.810394
Jonquel Jones,NYL,Defensive Rebounds,8.0,2025-06-17T11:02:49.810395
Jonquel Jones,NYL,Rebounds,10.5,2025-06-17T11:02:49.810396
Jonquel Jones,NYL,Free Throws Made,2.5,2025-06-17T11:02:49.810397
Jonquel Jones,NYL,FG Attempted,10.5,2025-06-17T11:02:49.810398
Jonquel Jones,NYL,Rebounds,14.5,2025-06-17T11:02:49.810399
Jonquel Jones,NYL,3-PT Made,0.5,2025-06-17T11:02:49.810400
Jonquel Jones,NYL,Rebounds,7.5,2025-06-17T11:02:49.810401
Jonquel Jones,NYL,Rebounds,13.5,2025-06-17T11:02:49.810402
Jonquel Jones,NYL,Fantasy Score,33.0,2025-06-17T11:02:49.810403
Jonquel Jones,NYL,Rebounds,8.5,2025-06-17T11:02:49.810404
Jonquel Jones,NYL,Points,19.5,2025-06-17T11:02:49.810405
Jonquel Jones,NYL,Points,12.5,2025-06-17T11:02:49.810406
Jonquel Jones,NYL,Points,14.5,2025-06-17T11:02:49.810410
Jonquel Jones,NYL,Rebounds,9.5,2025-06-17T11:02:49.810411
Natasha Cloud,NYL,Fantasy Score,25.5,2025-06-17T11:02:49.810413
Natasha Cloud,NYL,Points,7.5,2025-06-17T11:02:49.810414
Natasha Cloud,NYL,Assists,8.5,2025-06-17T11:02:49.810416
Natasha Cloud,NYL,Pts+Rebs+Asts,17.5,2025-06-17T11:02:49.810417
Natasha Cloud,NYL,Assists,4.5,2025-06-17T11:02:49.810419
Natasha Cloud,NYL,Pts+Rebs+Asts,19.5,2025-06-17T11:02:49.810420
Natasha Cloud,NYL,Pts+Asts,14.5,2025-06-17T11:02:49.810421
Natasha Cloud,NYL,Points,11.5,2025-06-17T11:02:49.810422
Natasha Cloud,NYL,Assists,5.5,2025-06-17T11:02:49.810423
Natasha Cloud,NYL,Points,14.5,2025-06-17T11:02:49.810424
Natasha Cloud,NYL,Assists,7.5,2025-06-17T11:02:49.810425
Natasha Cloud,NYL,Points,8.5,2025-06-17T11:02:49.810426
Natasha Cloud,NYL,Assists,6.5,2025-06-17T11:02:49.810427
Natasha Cloud,NYL,Rebounds,5.5,2025-06-17T11:02:49.810428
Natasha Cloud,NYL,Rebounds,3.5,2025-06-17T11:02:49.810429
Natasha Cloud,NYL,Points,9.5,2025-06-17T11:02:49.810430
Natasha Cloud,NYL,Points,5.5,2025-06-17T11:02:49.810431
Natasha Cloud,NYL,Assists,9.5,2025-06-17T11:02:49.810432
Natasha Cloud,NYL,Free Throws Made,1.5,2025-06-17T11:02:49.810433
Sabrina Ionescu + Rhyne Howard,NYL/ATL,Points (Combo),36.5,2025-06-17T11:02:49.810439
Jonquel Jones + Brionna Jones,NYL/ATL,Rebounds (Combo),18.5,2025-06-17T11:02:49.810440
Sabrina Ionescu + Rhyne Howard,NYL/ATL,Assists (Combo),9.0,2025-06-17T11:02:49.810442
Sabrina Ionescu + Rhyne Howard,NYL/ATL,3-PT Made (Combo),5.5,2025-06-17T11:02:49.810443
Sabrina Ionescu + Allisha Gray,NYL/ATL,3-PT Made (Combo),4.5,2025-06-17T11:02:49.810444
Caitlin Clark + Marina Mabrey,IND/CON,Points (Combo),39.0,2025-06-17T11:02:49.810445
Aliyah Boston + Tina Charles,IND/CON,Rebounds (Combo),13.5,2025-06-17T11:02:49.810449
Caitlin Clark + Marina Mabrey,IND/CON,Assists (Combo),13.0,2025-06-17T11:02:49.810450
Napheesa Collier,MIN,3-PT Made,2.5,2025-06-17T11:02:49.811303
Napheesa Collier,MIN,3-PT Made,0.5,2025-06-17T11:02:49.811308
Napheesa Collier,MIN,Pts+Rebs+Asts,44.5,2025-06-17T11:02:49.811310
Napheesa Collier,MIN,Points,25.5,2025-06-17T11:02:49.811311
Napheesa Collier,MIN,Pts+Rebs+Asts,39.5,2025-06-17T11:02:49.811312
Napheesa Collier,MIN,Rebounds,7.5,2025-06-17T11:02:49.811314
Napheesa Collier,MIN,Fantasy Score,47.5,2025-06-17T11:02:49.811315
Napheesa Collier,MIN,Pts+Rebs,33.0,2025-06-17T11:02:49.811317
Napheesa Collier,MIN,Rebs+Asts,13.5,2025-06-17T11:02:49.811319
Napheesa Collier,MIN,Free Throws Made,5.0,2025-06-17T11:02:49.811321
Napheesa Collier,MIN,Assists,3.5,2025-06-17T11:02:49.811322
Napheesa Collier,MIN,Rebounds,8.5,2025-06-17T11:02:49.811323
Napheesa Collier,MIN,Pts+Asts,28.5,2025-06-17T11:02:49.811324
Napheesa Collier,MIN,Points,23.5,2025-06-17T11:02:49.811325
Napheesa Collier,MIN,3-PT Attempted,3.5,2025-06-17T11:02:49.811327
Napheesa Collier,MIN,Rebounds,9.0,2025-06-17T11:02:49.811328
Napheesa Collier,MIN,Points,22.5,2025-06-17T11:02:49.811329
Napheesa Collier,MIN,Assists,5.5,2025-06-17T11:02:49.811330
