projection_id,player_id,game_id,team_x,stat_type,line_score,start_time,updated_at,status,odds_type,is_live,is_promo,name,team_y,sport
5202240,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebs+Asts,8.0,2025-06-03T21:30:00-04:00,2025-06-03T20:47:14-04:00,pre_game,standard,False,False,,,
5211912,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Fantasy Score,29.0,2025-06-03T21:30:00-04:00,2025-06-03T17:31:50-04:00,pre_game,standard,False,False,,,
5202238,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,22.0,2025-06-03T21:30:00-04:00,2025-06-03T19:46:05-04:00,pre_game,standard,False,False,,,
5202911,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,9.5,2025-06-03T21:30:00-04:00,2025-06-02T12:50:44-04:00,pre_game,goblin,False,False,,,
5202236,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Asts,17.5,2025-06-03T21:30:00-04:00,2025-06-03T19:53:58-04:00,pre_game,standard,False,False,,,
5203020,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,11.5,2025-06-03T21:30:00-04:00,2025-06-02T12:58:57-04:00,pre_game,goblin,False,False,,,
5202910,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,14.5,2025-06-03T21:30:00-04:00,2025-06-02T12:50:44-04:00,pre_game,demon,False,False,,,
5203331,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,4.0,2025-06-03T21:30:00-04:00,2025-06-03T11:41:32-04:00,pre_game,standard,False,False,,,
5202237,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs,17.5,2025-06-03T21:30:00-04:00,2025-06-03T19:59:15-04:00,pre_game,standard,False,False,,,
5202915,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,3.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:30-04:00,pre_game,goblin,False,False,,,
5204975,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Assists,2.5,2025-06-03T21:30:00-04:00,2025-06-03T21:18:53-04:00,pre_game,goblin,False,False,,,
5202912,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,24.5,2025-06-03T21:30:00-04:00,2025-06-03T11:47:14-04:00,pre_game,demon,False,False,,,
5203303,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,2.5,2025-06-03T21:30:00-04:00,2025-06-03T21:18:53-04:00,pre_game,goblin,False,False,,,
5204972,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,12.5,2025-06-03T21:30:00-04:00,2025-06-03T09:47:00-04:00,pre_game,goblin,False,False,,,
5203019,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Assists,4.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:52-04:00,pre_game,demon,False,False,,,
5204971,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,6.5,2025-06-03T21:30:00-04:00,2025-06-03T21:18:53-04:00,pre_game,goblin,False,False,,,
5211353,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,7.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:05-04:00,pre_game,goblin,False,False,,,
5211352,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,11.5,2025-06-03T21:30:00-04:00,2025-06-03T12:29:04-04:00,pre_game,demon,False,False,,,
5211917,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,20.0,2025-06-03T21:30:00-04:00,2025-06-03T18:45:07-04:00,pre_game,standard,False,False,,,
5211913,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Fantasy Score,25.5,2025-06-03T21:30:00-04:00,2025-06-03T19:38:08-04:00,pre_game,standard,False,False,,,
5205272,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,14.5,2025-06-03T21:30:00-04:00,2025-06-03T13:34:50-04:00,pre_game,demon,False,False,,,
5211356,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs,18.0,2025-06-03T21:30:00-04:00,2025-06-03T18:44:54-04:00,pre_game,standard,False,False,,,
5211155,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,8.0,2025-06-03T21:30:00-04:00,2025-06-03T11:41:32-04:00,pre_game,standard,False,False,,,
5211903,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,9.5,2025-06-03T21:30:00-04:00,2025-06-03T19:39:57-04:00,pre_game,standard,False,False,,,
5204968,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,11.5,2025-06-03T21:30:00-04:00,2025-06-03T12:41:25-04:00,pre_game,demon,False,False,,,
5204970,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,9.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:32-04:00,pre_game,demon,False,False,,,
5211919,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Fantasy Score,16.0,2025-06-03T21:30:00-04:00,2025-06-03T11:59:54-04:00,pre_game,standard,False,False,,,
5202280,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,9.5,2025-06-03T21:30:00-04:00,2025-06-03T12:06:19-04:00,pre_game,standard,False,False,,,
5202281,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,13.5,2025-06-03T21:30:00-04:00,2025-06-03T11:57:56-04:00,pre_game,standard,False,False,,,
5211928,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,10.0,2025-06-03T21:30:00-04:00,2025-06-03T18:45:07-04:00,pre_game,standard,False,False,,,
5211904,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,4.5,2025-06-03T21:30:00-04:00,2025-06-03T18:44:37-04:00,pre_game,standard,False,False,,,
5211924,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Fantasy Score,13.0,2025-06-03T21:30:00-04:00,2025-06-03T12:06:00-04:00,pre_game,standard,False,False,,,
5202277,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,11.5,2025-06-03T21:30:00-04:00,2025-06-03T18:58:21-04:00,pre_game,standard,False,False,,,
5211923,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Fantasy Score,15.0,2025-06-03T21:30:00-04:00,2025-06-03T17:19:00-04:00,pre_game,standard,False,False,,,
5202276,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,7.0,2025-06-03T21:30:00-04:00,2025-06-03T12:00:49-04:00,pre_game,standard,False,False,,,
5211922,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Fantasy Score,18.0,2025-06-03T21:30:00-04:00,2025-06-03T12:03:21-04:00,pre_game,standard,False,False,,,
5202278,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,9.5,2025-06-03T21:30:00-04:00,2025-06-03T11:53:52-04:00,pre_game,standard,False,False,,,
5211927,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,14.5,2025-06-03T21:30:00-04:00,2025-06-03T19:44:46-04:00,pre_game,standard,False,False,,,
5211921,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Fantasy Score,17.5,2025-06-03T21:30:00-04:00,2025-06-03T19:45:05-04:00,pre_game,standard,False,False,,,
5211926,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,14.0,2025-06-03T21:30:00-04:00,2025-06-03T19:44:57-04:00,pre_game,standard,False,False,,,
5202279,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,9.0,2025-06-03T21:30:00-04:00,2025-06-03T11:52:21-04:00,pre_game,standard,False,False,,,
5202931,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,14.5,2025-06-03T21:30:00-04:00,2025-06-02T12:50:44-04:00,pre_game,demon,False,False,,,
5202932,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,5.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:30-04:00,pre_game,demon,False,False,,,
5202258,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,10.5,2025-06-03T21:30:00-04:00,2025-06-03T15:53:26-04:00,pre_game,standard,False,False,,,
5202260,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,4.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:30-04:00,pre_game,standard,False,False,,,
5204881,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,9.5,2025-06-03T21:30:00-04:00,2025-06-03T09:58:54-04:00,pre_game,goblin,False,False,,,
5202259,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs,15.0,2025-06-03T21:30:00-04:00,2025-06-03T18:39:52-04:00,pre_game,standard,False,False,,,
5202933,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,3.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:31-04:00,pre_game,goblin,False,False,,,
5203036,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,7.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:31-04:00,pre_game,demon,False,False,,,
5203034,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,11.5,2025-06-03T21:30:00-04:00,2025-06-02T13:25:03-04:00,pre_game,demon,False,False,,,
5203033,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,7.5,2025-06-03T21:30:00-04:00,2025-06-02T12:50:45-04:00,pre_game,goblin,False,False,,,
5202283,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,5.0,2025-06-03T21:30:00-04:00,2025-06-03T11:54:23-04:00,pre_game,standard,False,False,,,
5203028,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Assists,7.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:52-04:00,pre_game,demon,False,False,,,
5202927,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,14.5,2025-06-03T21:30:00-04:00,2025-06-02T12:50:44-04:00,pre_game,goblin,False,False,,,
5202923,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,3-PT Made,3.5,2025-06-03T21:30:00-04:00,2025-06-03T11:42:01-04:00,pre_game,demon,False,False,,,
5202250,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Asts,23.0,2025-06-03T21:30:00-04:00,2025-06-03T17:34:24-04:00,pre_game,standard,False,False,,,
5212284,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,18.0,2025-06-03T21:30:00-04:00,2025-06-03T13:14:38-04:00,pre_game,standard,False,False,,,
5202253,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,3.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:30-04:00,pre_game,demon,False,False,,,
5202254,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebs+Asts,8.0,2025-06-03T21:30:00-04:00,2025-06-03T15:41:27-04:00,pre_game,standard,False,False,,,
5202926,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Assists,3.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:52-04:00,pre_game,goblin,False,False,,,
5203067,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,29.5,2025-06-03T21:30:00-04:00,2025-06-02T16:51:01-04:00,pre_game,demon,False,False,,,
5202924,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,3-PT Made,1.5,2025-06-03T21:30:00-04:00,2025-06-03T11:42:01-04:00,pre_game,goblin,False,False,,,
5202530,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,19.5,2025-06-03T21:30:00-04:00,2025-06-02T12:50:42-04:00,pre_game,demon,False,False,,,
5203217,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,3-PT Made,4.5,2025-06-03T21:30:00-04:00,2025-06-03T11:42:02-04:00,pre_game,demon,False,False,,,
5202252,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,26.0,2025-06-03T21:30:00-04:00,2025-06-03T11:47:13-04:00,pre_game,standard,False,False,,,
5211168,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,16.5,2025-06-03T21:30:00-04:00,2025-06-03T10:44:50-04:00,pre_game,goblin,False,False,,,
5211908,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Fantasy Score,32.0,2025-06-03T21:30:00-04:00,2025-06-03T17:34:46-04:00,pre_game,standard,False,False,,,
5203304,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Assists,2.5,2025-06-03T21:30:00-04:00,2025-06-03T21:18:53-04:00,pre_game,goblin,False,False,,,
5202251,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs,21.5,2025-06-03T21:30:00-04:00,2025-06-03T20:43:53-04:00,pre_game,standard,False,False,,,
5203029,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,24.5,2025-06-03T21:30:00-04:00,2025-06-02T14:39:19-04:00,pre_game,demon,False,False,,,
5202925,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Assists,5.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:52-04:00,pre_game,demon,False,False,,,
5211910,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Fantasy Score,35.0,2025-06-03T21:30:00-04:00,2025-06-03T19:36:54-04:00,pre_game,standard,False,False,,,
5203506,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Assists,11.5,2025-06-03T21:30:00-04:00,2025-06-03T12:42:53-04:00,pre_game,demon,False,False,,,
5202921,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,19.5,2025-06-03T21:30:00-04:00,2025-06-02T12:50:44-04:00,pre_game,demon,False,False,,,
5202920,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Assists,5.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:52-04:00,pre_game,goblin,False,False,,,
5211915,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,28.0,2025-06-03T21:30:00-04:00,2025-06-03T19:37:40-04:00,pre_game,standard,False,False,,,
5203027,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Assists,9.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:52-04:00,pre_game,demon,False,False,,,
5203026,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Assists,6.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:52-04:00,pre_game,goblin,False,False,,,
5211918,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebs+Asts,10.0,2025-06-03T21:30:00-04:00,2025-06-03T17:24:17-04:00,pre_game,standard,False,False,,,
5202246,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Asts,25.5,2025-06-03T21:30:00-04:00,2025-06-03T11:42:34-04:00,pre_game,standard,False,False,,,
5202529,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,18.5,2025-06-03T21:30:00-04:00,2025-06-03T12:57:09-04:00,pre_game,standard,False,False,,,
5203338,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Assists,7.0,2025-06-03T21:30:00-04:00,2025-06-03T17:26:04-04:00,pre_game,standard,False,False,,,
5203107,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,24.5,2025-06-03T21:30:00-04:00,2025-06-03T01:48:46-04:00,pre_game,demon,False,False,,,
5202922,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,14.5,2025-06-03T21:30:00-04:00,2025-06-02T12:50:44-04:00,pre_game,goblin,False,False,,,
5207740,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,17.5,2025-06-03T21:30:00-04:00,2025-06-03T11:58:00-04:00,pre_game,goblin,False,False,,,
5211916,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,29.5,2025-06-03T21:30:00-04:00,2025-06-03T20:45:31-04:00,pre_game,standard,False,False,,,
5211911,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Fantasy Score,35.0,2025-06-03T21:30:00-04:00,2025-06-03T17:26:35-04:00,pre_game,standard,False,False,,,
5202917,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,14.5,2025-06-03T21:30:00-04:00,2025-06-02T12:50:44-04:00,pre_game,goblin,False,False,,,
5202242,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs,27.5,2025-06-03T21:30:00-04:00,2025-06-03T20:45:31-04:00,pre_game,standard,False,False,,,
5203024,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,24.5,2025-06-03T21:30:00-04:00,2025-06-02T14:37:05-04:00,pre_game,demon,False,False,,,
5203222,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,6.5,2025-06-03T21:30:00-04:00,2025-06-03T21:18:53-04:00,pre_game,goblin,False,False,,,
5210670,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,20.5,2025-06-03T21:30:00-04:00,2025-06-03T10:38:22-04:00,pre_game,demon,False,False,,,
5202241,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,19.5,2025-06-03T21:30:00-04:00,2025-06-03T21:03:25-04:00,pre_game,standard,False,False,,,
5202243,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,8.0,2025-06-03T21:30:00-04:00,2025-06-03T20:45:17-04:00,pre_game,standard,False,False,,,
5203025,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,11.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:31-04:00,pre_game,demon,False,False,,,
5202918,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,9.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:30-04:00,pre_game,demon,False,False,,,
5203221,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,12.5,2025-06-03T21:30:00-04:00,2025-06-03T21:18:53-04:00,pre_game,demon,False,False,,,
5202919,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,7.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:30-04:00,pre_game,goblin,False,False,,,
5203306,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,6.5,2025-06-03T21:30:00-04:00,2025-06-03T21:18:53-04:00,pre_game,demon,False,False,,,
5203031,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,19.5,2025-06-03T21:30:00-04:00,2025-06-02T13:58:23-04:00,pre_game,demon,False,False,,,
5203030,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,11.5,2025-06-03T21:30:00-04:00,2025-06-02T12:51:31-04:00,pre_game,goblin,False,False,,,
5211909,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Fantasy Score,25.0,2025-06-03T21:30:00-04:00,2025-06-03T17:24:27-04:00,pre_game,standard,False,False,,,
5203305,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,2.5,2025-06-03T21:30:00-04:00,2025-06-03T21:18:53-04:00,pre_game,goblin,False,False,,,
5203032,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,4.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:31-04:00,pre_game,demon,False,False,,,
5203329,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,4.0,2025-06-03T21:30:00-04:00,2025-06-03T11:41:31-04:00,pre_game,standard,False,False,,,
5202255,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,12.5,2025-06-03T21:30:00-04:00,2025-06-03T15:08:50-04:00,pre_game,standard,False,False,,,
5202257,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,3.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:30-04:00,pre_game,goblin,False,False,,,
5211331,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs,17.0,2025-06-03T21:30:00-04:00,2025-06-03T16:20:23-04:00,pre_game,standard,False,False,,,
5211914,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,19.0,2025-06-03T21:30:00-04:00,2025-06-03T16:20:23-04:00,pre_game,standard,False,False,,,
5202930,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Rebounds,5.5,2025-06-03T21:30:00-04:00,2025-06-03T11:41:30-04:00,pre_game,demon,False,False,,,
5202929,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,9.5,2025-06-03T21:30:00-04:00,2025-06-02T12:50:44-04:00,pre_game,goblin,False,False,,,
5202928,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,14.5,2025-06-03T21:30:00-04:00,2025-06-02T12:50:44-04:00,pre_game,demon,False,False,,,
5213650,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs,14.0,2025-06-03T21:30:00-04:00,2025-06-03T16:50:21-04:00,pre_game,standard,False,False,,,
5213648,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,9.5,2025-06-03T21:30:00-04:00,2025-06-03T16:45:53-04:00,pre_game,standard,False,False,,,
5211920,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Fantasy Score,13.0,2025-06-03T21:30:00-04:00,2025-06-03T11:52:03-04:00,pre_game,standard,False,False,,,
5202282,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,6.5,2025-06-03T21:30:00-04:00,2025-06-03T17:09:11-04:00,pre_game,standard,False,False,,,
5211925,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,10.0,2025-06-03T21:30:00-04:00,2025-06-03T11:55:48-04:00,pre_game,standard,False,False,,,
5213652,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,4.5,2025-06-03T21:30:00-04:00,2025-06-03T16:48:18-04:00,pre_game,standard,False,False,,,
5213647,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,8.0,2025-06-03T21:30:00-04:00,2025-06-03T19:39:30-04:00,pre_game,standard,False,False,,,
5213649,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,17.0,2025-06-03T21:30:00-04:00,2025-06-03T19:39:15-04:00,pre_game,standard,False,False,,,
5213651,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,4.0,2025-06-03T21:30:00-04:00,2025-06-03T19:39:30-04:00,pre_game,standard,False,False,,,
5213653,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Pts+Rebs+Asts,8.5,2025-06-03T21:30:00-04:00,2025-06-03T16:50:15-04:00,pre_game,standard,False,False,,,
5213616,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,4.5,2025-06-03T21:30:00-04:00,2025-06-03T16:31:53-04:00,pre_game,standard,False,False,,,
5213615,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,4.0,2025-06-03T21:30:00-04:00,2025-06-03T16:31:53-04:00,pre_game,standard,False,False,,,
5213614,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points,5.0,2025-06-03T21:30:00-04:00,2025-06-03T16:39:46-04:00,pre_game,standard,False,False,,,
5210334,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Points (Combo),36.5,2025-06-03T21:30:00-04:00,2025-06-03T09:51:56-04:00,pre_game,standard,False,False,,,
5210336,nan,WNBA_game_5qVUfWFFy5Fal4V9WVEBgh1U,,Assists (Combo),12.0,2025-06-03T21:30:00-04:00,2025-06-03T11:41:53-04:00,pre_game,standard,False,False,,,
5209143,nan,MLB_game_xj1QmmSAaIGNoOQS9OYZkqgh,,Total Bases,0.5,2025-06-03T21:40:00-04:00,2025-06-03T01:33:07-04:00,pre_game,goblin,False,False,,,
