player_name,stat_type,line,predicted_value,confidence_score,volatility_score,recommendation,bbref_id,timestamp,line_diff,abs_diff,trap_type,trap_probability,detection_method,line_intent,action_required,reason,extracted_date,cycle_phase,cycle_risk_tag,perf_trend,corrected_risk_tag
Rhyne Howard,Assists,4.5,4.6,0.0,0.5,EXCELLENT,howarrh01w,2025-06-17T11:02:51.683993,-0.0999999999999996,0.0999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Breanna Stewart,Rebounds,5.5,5.4,0.0,0.5,EXCELLENT,stewabr01w,2025-06-17T11:02:51.845315,0.0999999999999996,0.0999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Sabrina Ionescu,Assists,5.0,5.1,0.0,0.5,EXCELLENT,ionessa01w,2025-06-17T11:02:51.880163,-0.0999999999999996,0.0999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jonquel Jones,Points,12.5,12.4,0.0,0.5,EXCELLENT,jonesjo01w,2025-06-17T11:02:51.987503,0.0999999999999996,0.0999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL
Jonquel Jones,Rebounds,9.5,9.4,0.0,0.5,EXCELLENT,jonesjo01w,2025-06-17T11:02:51.991510,0.0999999999999996,0.0999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL
Courtney Williams,Rebs+Asts,10.0,10.1,0.0,0.5,EXCELLENT,willico01w,2025-06-17T11:02:52.305445,-0.0999999999999996,0.0999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Courtney Williams,Rebounds,4.5,4.4,0.0,0.5,EXCELLENT,willico01w,2025-06-17T11:02:52.323565,0.0999999999999996,0.0999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Kayla Thornton,Rebounds,7.5,7.4,0.0,0.5,EXCELLENT,thornka01w,2025-06-17T11:02:52.495203,0.0999999999999996,0.0999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Kayla Thornton,Points,14.5,14.4,0.0,0.5,EXCELLENT,thornka01w,2025-06-17T11:02:52.500183,0.0999999999999996,0.0999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Veronica Burton,Assists,5.5,5.4,0.0,0.5,EXCELLENT,burtove01w,2025-06-17T11:02:52.563756,0.0999999999999996,0.0999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Brittney Sykes,Rebs+Asts,9.0,8.9,0.0,0.5,EXCELLENT,sykesbr01w,2025-06-17T11:02:52.584171,0.0999999999999996,0.0999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Brittney Sykes,Rebounds,4.5,4.4,0.0,0.5,EXCELLENT,sykesbr01w,2025-06-17T11:02:52.613190,0.0999999999999996,0.0999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Angel Reese,Points,10.5,10.4,0.0,0.5,EXCELLENT,reesean01w,2025-06-17T11:02:52.635845,0.0999999999999996,0.0999999999999996,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Sabrina Ionescu,Rebounds,3.5,3.6,0.0,0.5,EXCELLENT,ionessa01w,2025-06-17T11:02:51.941263,-0.1,0.1,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Napheesa Collier,Assists,4.0,3.9,0.0,0.5,EXCELLENT,collina01w,2025-06-17T11:02:52.083543,0.1,0.1,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Napheesa Collier,3-PT Made,1.5,1.6,0.0,0.5,EXCELLENT,collina01w,2025-06-17T11:02:52.085594,-0.1,0.1,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jewell Loyd,3-PT Made,2.5,2.4,0.0,0.5,EXCELLENT,loyddje01w,2025-06-17T11:02:52.161395,0.1,0.1,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Chelsea Gray,Assists,3.5,3.4,0.0,0.5,EXCELLENT,grayych01w,2025-06-17T11:02:52.216256,0.1,0.1,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jackie Young,Rebounds,4.0,3.9,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.243893,0.1,0.1,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Alanna Smith,3-PT Made,1.5,1.6,0.0,0.5,EXCELLENT,smithal01w,2025-06-17T11:02:52.365584,-0.1,0.1,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,FADE_LUTEAL,1.0,TARGET_LUTEAL
Arike Ogunbowale,3-PT Made,2.5,2.4,0.0,0.5,EXCELLENT,ogunbar01w,2025-06-17T11:02:52.390642,0.1,0.1,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Kayla Thornton,3-PT Made,1.5,1.6,0.0,0.5,EXCELLENT,thornka01w,2025-06-17T11:02:52.513650,-0.1,0.1,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Ariel Atkins,Rebounds,3.5,3.6,0.0,0.5,EXCELLENT,atkinar01w,2025-06-17T11:02:52.734674,-0.1,0.1,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Marina Mabrey,Points,17.5,17.6,0.0,0.5,EXCELLENT,mabrema01w,2025-06-17T11:02:51.412854,-0.1000000000000014,0.1000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Marina Mabrey,Pts+Asts,21.5,21.4,0.0,0.5,EXCELLENT,mabrema01w,2025-06-17T11:02:51.453430,0.1000000000000014,0.1000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Aliyah Boston,Pts+Rebs+Asts,25.5,25.6,0.0,0.5,EXCELLENT,bostoal01w,2025-06-17T11:02:51.600096,-0.1000000000000014,0.1000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Sabrina Ionescu,Pts+Rebs,23.0,23.1,0.0,0.5,EXCELLENT,ionessa01w,2025-06-17T11:02:51.919154,-0.1000000000000014,0.1000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Chelsea Gray,Pts+Rebs+Asts,22.5,22.6,0.0,0.5,EXCELLENT,grayych01w,2025-06-17T11:02:52.228251,-0.1000000000000014,0.1000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Kayla Thornton,Pts+Rebs+Asts,23.0,22.9,0.0,0.5,EXCELLENT,thornka01w,2025-06-17T11:02:52.529725,0.1000000000000014,0.1000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Brittney Sykes,Pts+Asts,24.0,23.9,0.0,0.5,EXCELLENT,sykesbr01w,2025-06-17T11:02:52.590612,0.1000000000000014,0.1000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Ariel Atkins,Pts+Rebs+Asts,19.5,19.6,0.0,0.5,EXCELLENT,atkinar01w,2025-06-17T11:02:52.738533,-0.1000000000000014,0.1000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Ezi Magbegor,Pts+Rebs+Asts,18.5,18.4,0.0,0.5,EXCELLENT,magbeez01w,2025-06-17T11:02:52.886447,0.1000000000000014,0.1000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Dearica Hamby,Points,17.5,17.6,0.0,0.5,EXCELLENT,hambyde01w,2025-06-17T11:02:52.954325,-0.1000000000000014,0.1000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Nneka Ogwumike,Pts+Rebs,24.5,24.6,0.0,0.5,EXCELLENT,ogwumnn01w,2025-06-17T11:02:53.004925,-0.1000000000000014,0.1000000000000014,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Kelsey Mitchell,Points,17.0,17.2,0.0,0.5,EXCELLENT,mitchke01w,2025-06-17T11:02:51.541535,-0.1999999999999993,0.1999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Sabrina Ionescu,Pts+Rebs+Asts,28.0,28.2,0.0,0.5,EXCELLENT,ionessa01w,2025-06-17T11:02:51.884402,-0.1999999999999993,0.1999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Napheesa Collier,Rebounds,9.0,8.8,0.0,0.5,EXCELLENT,collina01w,2025-06-17T11:02:52.061662,0.1999999999999993,0.1999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Alanna Smith,Points,10.0,10.2,0.0,0.5,EXCELLENT,smithal01w,2025-06-17T11:02:52.361384,-0.1999999999999993,0.1999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,FADE_LUTEAL,1.0,TARGET_LUTEAL
Brittney Sykes,Pts+Rebs+Asts,28.5,28.3,0.0,0.5,EXCELLENT,sykesbr01w,2025-06-17T11:02:52.604271,0.1999999999999993,0.1999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Kamilla Cardoso,Pts+Rebs,17.5,17.7,0.0,0.5,EXCELLENT,cardoka01w,2025-06-17T11:02:52.768269,-0.1999999999999993,0.1999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Azura Stevens,Rebounds,9.5,9.3,0.0,0.5,EXCELLENT,steveaz01w,2025-06-17T11:02:52.914167,0.1999999999999993,0.1999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Dearica Hamby,Pts+Rebs,25.0,25.2,0.0,0.5,EXCELLENT,hambyde01w,2025-06-17T11:02:52.938017,-0.1999999999999993,0.1999999999999993,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Kelsey Mitchell,3-PT Made,1.5,1.7,0.0,0.5,EXCELLENT,mitchke01w,2025-06-17T11:02:51.554904,-0.1999999999999999,0.1999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Sonia Citron,3-PT Made,1.5,1.3,0.0,0.5,EXCELLENT,citroso01w,2025-06-17T11:02:52.816761,0.1999999999999999,0.1999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Azura Stevens,3-PT Made,1.5,1.3,0.0,0.5,EXCELLENT,steveaz01w,2025-06-17T11:02:52.921862,0.1999999999999999,0.1999999999999999,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Caitlin Clark,3-PT Made,3.5,3.3,0.0,0.5,EXCELLENT,clarkca01w,2025-06-17T11:02:51.491754,0.2000000000000001,0.2000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Rhyne Howard,3-PT Made,3.5,3.3,0.0,0.5,EXCELLENT,howarrh01w,2025-06-17T11:02:51.685918,0.2000000000000001,0.2000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Allisha Gray,Rebounds,5.0,5.2,0.0,0.5,EXCELLENT,grayyal01w,2025-06-17T11:02:51.750572,-0.2000000000000001,0.2000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jewell Loyd,Rebs+Asts,6.5,6.3,0.0,0.5,EXCELLENT,loyddje01w,2025-06-17T11:02:52.139515,0.2000000000000001,0.2000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jewell Loyd,Rebounds,4.0,4.2,0.0,0.5,EXCELLENT,loyddje01w,2025-06-17T11:02:52.189349,-0.2000000000000001,0.2000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Alanna Smith,Rebounds,4.5,4.3,0.0,0.5,EXCELLENT,smithal01w,2025-06-17T11:02:52.379639,0.2000000000000001,0.2000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,FADE_LUTEAL,1.0,TARGET_LUTEAL
Kamilla Cardoso,Rebounds,7.0,6.8,0.0,0.5,EXCELLENT,cardoka01w,2025-06-17T11:02:52.763540,0.2000000000000001,0.2000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Gabby Williams,3-PT Made,2.5,2.3,0.0,0.5,EXCELLENT,williga01w,2025-06-17T11:02:52.841915,0.2000000000000001,0.2000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Gabby Williams,Assists,4.5,4.3,0.0,0.5,EXCELLENT,williga01w,2025-06-17T11:02:52.860467,0.2000000000000001,0.2000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Gabby Williams,Rebounds,4.5,4.3,0.0,0.5,EXCELLENT,williga01w,2025-06-17T11:02:52.874463,0.2000000000000001,0.2000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Dearica Hamby,Assists,4.5,4.3,0.0,0.5,EXCELLENT,hambyde01w,2025-06-17T11:02:52.942217,0.2000000000000001,0.2000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Skylar Diggins,Assists,6.5,6.3,0.0,0.5,EXCELLENT,diggisk01w,2025-06-17T11:02:52.997916,0.2000000000000001,0.2000000000000001,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Paige Bueckers,3-PT Made,1.5,1.25,0.0,0.5,EXCELLENT,bueckpa01w,2025-06-17T11:02:52.463265,0.25,0.25,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Marina Mabrey,Rebounds,5.5,5.2,0.0,0.5,EXCELLENT,mabrema01w,2025-06-17T11:02:51.410677,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Allisha Gray,3-PT Made,2.5,2.2,0.0,0.5,EXCELLENT,grayyal01w,2025-06-17T11:02:51.748653,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Allisha Gray,Assists,4.5,4.2,0.0,0.5,EXCELLENT,grayyal01w,2025-06-17T11:02:51.757476,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Allisha Gray,Rebounds,5.5,5.2,0.0,0.5,EXCELLENT,grayyal01w,2025-06-17T11:02:51.770698,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Sabrina Ionescu,3-PT Made,2.5,2.8,0.0,0.5,EXCELLENT,ionessa01w,2025-06-17T11:02:51.901586,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Kayla McBride,Assists,3.5,3.8,0.0,0.5,EXCELLENT,mcbrika01w,2025-06-17T11:02:52.092487,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL
Kayla McBride,3-PT Made,2.5,2.8,0.0,0.5,EXCELLENT,mcbrika01w,2025-06-17T11:02:52.105739,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL
Kayla McBride,Rebounds,3.5,3.2,0.0,0.5,EXCELLENT,mcbrika01w,2025-06-17T11:02:52.119499,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,luteal,NEUTRAL,1.0,TARGET_LUTEAL
Jewell Loyd,Rebounds,4.5,4.2,0.0,0.5,EXCELLENT,loyddje01w,2025-06-17T11:02:52.141491,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Jackie Young,Assists,3.5,3.2,0.0,0.5,EXCELLENT,youngja01w,2025-06-17T11:02:52.263985,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Courtney Williams,Assists,6.0,5.7,0.0,0.5,EXCELLENT,willico01w,2025-06-17T11:02:52.328246,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Arike Ogunbowale,Assists,4.5,4.8,0.0,0.5,EXCELLENT,ogunbar01w,2025-06-17T11:02:52.396507,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
DiJonai Carrington,Rebounds,5.5,5.2,0.0,0.5,EXCELLENT,carridi01w,2025-06-17T11:02:52.477903,0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Kamilla Cardoso,Rebounds,6.5,6.8,0.0,0.5,EXCELLENT,cardoka01w,2025-06-17T11:02:52.755003,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Gabby Williams,Assists,4.0,4.3,0.0,0.5,EXCELLENT,williga01w,2025-06-17T11:02:52.880403,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Ezi Magbegor,Rebounds,7.5,7.8,0.0,0.5,EXCELLENT,magbeez01w,2025-06-17T11:02:52.908089,-0.2999999999999998,0.2999999999999998,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Marina Mabrey,Pts+Rebs,22.5,22.8,0.0,0.5,EXCELLENT,mabrema01w,2025-06-17T11:02:51.429433,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Aliyah Boston,Rebs+Asts,12.0,11.7,0.0,0.5,EXCELLENT,bostoal01w,2025-06-17T11:02:51.578281,0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
Tina Charles,Points,16.5,16.8,0.0,0.5,EXCELLENT,charlti01w,2025-06-17T11:02:51.642406,-0.3000000000000007,0.3000000000000007,NORMAL,0.1,,,NONE,Line closely matches prediction,2025-06-17,menstrual,FADE_MENSTRUAL,1.0,FADE_MENSTRUAL
