player_name,stat_type,line,predicted_value,confidence_score,volatility_score,recommendation,bbref_id,timestamp,line_diff,abs_diff,trap_type,trap_probability,detection_method,line_intent,action_required,betting_recommendation,expected_value,confidence
Arike Ogunbowale,Fantasy Score,30.5,0.0,0.0,0.5,PASS,ogunbar01w,2025-06-17T11:02:52.392680,30.5,30.5,DEMON,0.95,"EXTREME_DEMON_DIFF, INTENT_BASED, HIGH_PROBABILITY",STAR_PLAYER_TRAP,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Gabby Williams,Fantasy Score,30.5,0.0,0.0,0.5,PASS,williga01w,2025-06-17T11:02:52.868261,30.5,30.5,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Kayla Thornton,Fantasy Score,29.5,0.0,0.0,0.5,PASS,thornka01w,2025-06-17T11:02:52.522834,29.5,29.5,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Brionna Jones,Fantasy Score,29.0,0.0,0.0,0.5,PASS,jonesbr01w,2025-06-17T11:02:51.807512,29.0,29.0,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Chelsea Gray,Fantasy Score,29.0,0.0,0.0,0.5,PASS,grayych01w,2025-06-17T11:02:52.234140,29.0,29.0,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Tina Charles,Fantasy Score,28.5,0.0,0.0,0.5,PASS,charlti01w,2025-06-17T11:02:51.616402,28.5,28.5,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Alanna Smith,Fantasy Score,28.0,0.0,0.0,0.5,PASS,smithal01w,2025-06-17T11:02:52.355146,28.0,28.0,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Veronica Burton,Fantasy Score,27.0,0.0,0.0,0.5,PASS,burtove01w,2025-06-17T11:02:52.557689,27.0,27.0,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Courtney Williams,Fantasy Score,26.5,0.0,0.0,0.5,PASS,willico01w,2025-06-17T11:02:52.343296,26.5,26.5,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
DiJonai Carrington,Fantasy Score,26.5,0.0,0.0,0.5,PASS,carridi01w,2025-06-17T11:02:52.492444,26.5,26.5,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Ariel Atkins,Fantasy Score,26.5,0.0,0.0,0.5,PASS,atkinar01w,2025-06-17T11:02:52.703141,26.5,26.5,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Ezi Magbegor,Fantasy Score,26.5,0.0,0.0,0.5,PASS,magbeez01w,2025-06-17T11:02:52.900242,26.5,26.5,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jewell Loyd,Fantasy Score,26.0,0.0,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.157317,26.0,26.0,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jonquel Jones,Fantasy Score,33.0,7.2,0.0,0.5,PASS,jonesjo01w,2025-06-17T11:02:51.981539,25.8,25.8,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Natasha Cloud,Fantasy Score,25.5,0.0,0.0,0.5,PASS,cloudna01w,2025-06-17T11:02:51.993504,25.5,25.5,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Kiki Iriafen,Fantasy Score,25.0,0.0,0.0,0.5,PASS,iriafki01w,2025-06-17T11:02:52.780101,25.0,25.0,DEMON,0.95,"EXTREME_DEMON_DIFF, INTENT_BASED, HIGH_PROBABILITY",ROUND_NUMBER_TRAP PSYCHOLOGICAL_BARRIER,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Kelsey Mitchell,Fantasy Score,24.5,0.0,0.0,0.5,PASS,mitchke01w,2025-06-17T11:02:51.547781,24.5,24.5,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Caitlin Clark,Fantasy Score,43.5,19.4,0.0,0.5,PASS,clarkca01w,2025-06-17T11:02:51.472556,24.1,24.1,DEMON,0.95,"EXTREME_DEMON_DIFF, INTENT_BASED, HIGH_PROBABILITY",STAR_PLAYER_TRAP,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Kamilla Cardoso,Fantasy Score,22.0,0.0,0.0,0.5,PASS,cardoka01w,2025-06-17T11:02:52.748333,22.0,22.0,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Brittney Griner,Fantasy Score,22.5,2.3,0.0,0.5,PASS,grinebr01w,2025-06-17T11:02:51.788519,20.2,20.2,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Kayla McBride,Fantasy Score,26.0,6.3,0.0,0.5,PASS,mcbrika01w,2025-06-17T11:02:52.115515,19.7,19.7,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Caitlin Clark,Pts+Rebs+Asts,49.5,35.5,0.0,0.5,PASS,clarkca01w,2025-06-17T11:02:51.501710,14.0,14.0,DEMON,0.95,"EXTREME_DEMON_DIFF, INTENT_BASED, HIGH_PROBABILITY",STAR_PLAYER_TRAP,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Angel Reese,Pts+Rebs+Asts,39.5,25.8,0.0,0.5,PASS,reesean01w,2025-06-17T11:02:52.672172,13.7,13.7,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jackie Young,Pts+Rebs+Asts,39.5,26.1,0.0,0.5,PASS,youngja01w,2025-06-17T11:02:52.256090,13.4,13.4,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Marina Mabrey,Pts+Rebs+Asts,39.5,26.6,0.0,0.5,PASS,mabrema01w,2025-06-17T11:02:51.419234,12.9,12.9,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jewell Loyd,Pts+Rebs+Asts,29.5,17.4,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.143520,12.1,12.1,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Marina Mabrey,Points,29.5,17.6,0.0,0.5,PASS,mabrema01w,2025-06-17T11:02:51.421196,11.9,11.9,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Paige Bueckers,Pts+Rebs+Asts,39.5,28.0,0.0,0.5,PASS,bueckpa01w,2025-06-17T11:02:52.448813,11.5,11.5,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Sabrina Ionescu,Pts+Rebs+Asts,39.5,28.2,0.0,0.5,PASS,ionessa01w,2025-06-17T11:02:51.928502,11.3,11.3,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Brittney Sykes,Pts+Rebs+Asts,39.5,28.3,0.0,0.5,PASS,sykesbr01w,2025-06-17T11:02:52.608857,11.2,11.2,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Rhyne Howard,Pts+Rebs+Asts,39.5,28.4,0.0,0.5,PASS,howarrh01w,2025-06-17T11:02:51.675999,11.1,11.1,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Napheesa Collier,Pts+Rebs+Asts,49.5,38.8,0.0,0.5,PASS,collina01w,2025-06-17T11:02:52.074469,10.700000000000005,10.700000000000005,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jackie Young,Points,29.5,19.0,0.0,0.5,PASS,youngja01w,2025-06-17T11:02:52.254128,10.5,10.5,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Kayla McBride,Points,24.5,14.2,0.0,0.5,PASS,mcbrika01w,2025-06-17T11:02:52.129569,10.3,10.3,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Breanna Stewart,Points,29.5,19.5,0.0,0.5,PASS,stewabr01w,2025-06-17T11:02:51.863684,10.0,10.0,DEMON,0.95,"EXTREME_DEMON_DIFF, INTENT_BASED, HIGH_PROBABILITY",STAR_PLAYER_TRAP,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Ariel Atkins,Pts+Rebs+Asts,29.5,19.6,0.0,0.5,PASS,atkinar01w,2025-06-17T11:02:52.692598,9.9,9.9,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Chelsea Gray,Points,24.5,15.1,0.0,0.5,PASS,grayych01w,2025-06-17T11:02:52.230075,9.4,9.4,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Angel Reese,Points,19.5,10.4,0.0,0.5,PASS,reesean01w,2025-06-17T11:02:52.670191,9.1,9.1,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Caitlin Clark,Pts+Rebs+Asts,44.5,35.5,0.0,0.5,PASS,clarkca01w,2025-06-17T11:02:51.497725,9.0,9.0,DEMON,0.95,"EXTREME_DEMON_DIFF, INTENT_BASED, HIGH_PROBABILITY",STAR_PLAYER_TRAP,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Aliyah Boston,Pts+Rebs+Asts,34.5,25.6,0.0,0.5,PASS,bostoal01w,2025-06-17T11:02:51.572271,8.899999999999999,8.899999999999999,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Angel Reese,Pts+Rebs+Asts,34.5,25.8,0.0,0.5,PASS,reesean01w,2025-06-17T11:02:52.664233,8.7,8.7,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Nneka Ogwumike,Points,24.5,16.0,0.0,0.5,PASS,ogwumnn01w,2025-06-17T11:02:53.015459,8.5,8.5,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jewell Loyd,Points,19.5,11.1,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.173594,8.4,8.4,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Caitlin Clark,Points,29.5,21.1,0.0,0.5,PASS,clarkca01w,2025-06-17T11:02:51.493654,8.399999999999999,8.399999999999999,DEMON,0.95,"EXTREME_DEMON_DIFF, INTENT_BASED, HIGH_PROBABILITY",STAR_PLAYER_TRAP,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jackie Young,Pts+Rebs+Asts,34.5,26.1,0.0,0.5,PASS,youngja01w,2025-06-17T11:02:52.240225,8.399999999999999,8.399999999999999,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Kayla McBride,Pts+Rebs+Asts,29.5,21.2,0.0,0.5,PASS,mcbrika01w,2025-06-17T11:02:52.127550,8.3,8.3,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Courtney Williams,Pts+Rebs+Asts,29.5,21.2,0.0,0.5,PASS,willico01w,2025-06-17T11:02:52.332359,8.3,8.3,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Veronica Burton,Pts+Rebs+Asts,29.5,21.4,0.0,0.5,PASS,burtove01w,2025-06-17T11:02:52.565975,8.100000000000001,8.100000000000001,DEMON,0.95,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Marina Mabrey,Pts+Rebs+Asts,34.5,26.6,0.0,0.5,PASS,mabrema01w,2025-06-17T11:02:51.414890,7.899999999999999,7.899999999999999,DEMON,0.9,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Tina Charles,Points,24.5,16.8,0.0,0.5,PASS,charlti01w,2025-06-17T11:02:51.631884,7.699999999999999,7.699999999999999,DEMON,0.9,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Kelsey Mitchell,Points,24.5,17.2,0.0,0.5,PASS,mitchke01w,2025-06-17T11:02:51.543816,7.300000000000001,7.300000000000001,DEMON,0.9,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Alanna Smith,Points,17.5,10.2,0.0,0.5,PASS,smithal01w,2025-06-17T11:02:52.357207,7.300000000000001,7.300000000000001,DEMON,0.9,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Paige Bueckers,Points,24.5,17.38,0.0,0.5,PASS,bueckpa01w,2025-06-17T11:02:52.425811,7.120000000000001,7.120000000000001,DEMON,0.9,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jewell Loyd,Pts+Rebs+Asts,24.5,17.4,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.145452,7.100000000000001,7.100000000000001,DEMON,0.9,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jonquel Jones,Points,19.5,12.4,0.0,0.5,PASS,jonesjo01w,2025-06-17T11:02:51.985410,7.1,7.1,DEMON,0.9,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Angel Reese,Points,17.5,10.4,0.0,0.5,PASS,reesean01w,2025-06-17T11:02:52.662207,7.1,7.1,DEMON,0.9,"EXTREME_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Arike Ogunbowale,Points,24.5,17.5,0.0,0.5,PASS,ogunbar01w,2025-06-17T11:02:52.398527,7.0,7.0,DEMON,0.9,"EXTREME_DEMON_DIFF, INTENT_BASED, HIGH_PROBABILITY",STAR_PLAYER_TRAP,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Napheesa Collier,Points,19.5,26.1,0.0,0.5,PASS,collina01w,2025-06-17T11:02:52.076403,-6.600000000000001,6.600000000000001,GOBLIN,0.9,"EXTREME_GOBLIN_DIFF, HIGH_PROBABILITY",,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Aliyah Boston,Pts+Rebs+Asts,19.5,25.6,0.0,0.5,PASS,bostoal01w,2025-06-17T11:02:51.590788,-6.100000000000001,6.100000000000001,GOBLIN,0.9,"EXTREME_GOBLIN_DIFF, HIGH_PROBABILITY",,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Allisha Gray,Points,14.5,20.6,0.0,0.5,PASS,grayyal01w,2025-06-17T11:02:51.739445,-6.100000000000001,6.100000000000001,GOBLIN,0.9,"EXTREME_GOBLIN_DIFF, HIGH_PROBABILITY",,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Gabby Williams,Points,9.5,15.4,0.0,0.5,PASS,williga01w,2025-06-17T11:02:52.870518,-5.9,5.9,GOBLIN,0.9,"EXTREME_GOBLIN_DIFF, HIGH_PROBABILITY",,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Allisha Gray,Pts+Rebs+Asts,24.5,30.0,0.0,0.5,PASS,grayyal01w,2025-06-17T11:02:51.725518,-5.5,5.5,GOBLIN,0.9,"EXTREME_GOBLIN_DIFF, HIGH_PROBABILITY",,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Allisha Gray,Points,15.5,20.6,0.0,0.5,PASS,grayyal01w,2025-06-17T11:02:51.735239,-5.100000000000001,5.100000000000001,GOBLIN,0.9,"EXTREME_GOBLIN_DIFF, HIGH_PROBABILITY",,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Sabrina Ionescu,Points,14.5,19.5,0.0,0.5,PASS,ionessa01w,2025-06-17T11:02:51.899541,-5.0,5.0,GOBLIN,0.9,"EXTREME_GOBLIN_DIFF, HIGH_PROBABILITY",,AVOID_UNDER,BET_GOBLIN,0.6200000000000001,0.9
Marina Mabrey,Points,24.5,17.6,0.0,0.5,PASS,mabrema01w,2025-06-17T11:02:51.433623,6.899999999999999,6.899999999999999,DEMON,0.7899999999999998,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Chelsea Gray,Pts+Rebs+Asts,29.5,22.6,0.0,0.5,PASS,grayych01w,2025-06-17T11:02:52.226243,6.899999999999999,6.899999999999999,DEMON,0.7899999999999998,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Brionna Jones,Points,19.5,12.7,0.0,0.5,PASS,jonesbr01w,2025-06-17T11:02:51.830805,6.800000000000001,6.800000000000001,DEMON,0.78,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Brittney Griner,Points,17.5,10.8,0.0,0.5,PASS,grinebr01w,2025-06-17T11:02:51.803389,6.699999999999999,6.699999999999999,DEMON,0.77,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Sonia Citron,Points,19.5,12.8,0.0,0.5,PASS,citroso01w,2025-06-17T11:02:52.814865,6.699999999999999,6.699999999999999,DEMON,0.77,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Skylar Diggins,Points,24.5,17.8,0.0,0.5,PASS,diggisk01w,2025-06-17T11:02:52.993897,6.699999999999999,6.699999999999999,DEMON,0.77,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Ariel Atkins,Points,19.5,12.9,0.0,0.5,PASS,atkinar01w,2025-06-17T11:02:52.721899,6.6,6.6,DEMON,0.76,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Kamilla Cardoso,Points,17.5,10.9,0.0,0.5,PASS,cardoka01w,2025-06-17T11:02:52.770184,6.6,6.6,DEMON,0.76,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Paige Bueckers,Pts+Rebs+Asts,34.5,28.0,0.0,0.5,PASS,bueckpa01w,2025-06-17T11:02:52.454515,6.5,6.5,DEMON,0.75,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Jewell Loyd,Points,17.5,11.1,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.153389,6.4,6.4,DEMON,0.74,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Courtney Williams,Points,17.5,11.1,0.0,0.5,PASS,willico01w,2025-06-17T11:02:52.307524,6.4,6.4,DEMON,0.74,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Sabrina Ionescu,Pts+Rebs+Asts,34.5,28.2,0.0,0.5,PASS,ionessa01w,2025-06-17T11:02:51.909334,6.300000000000001,6.300000000000001,DEMON,0.7300000000000001,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Ezi Magbegor,Points,14.5,8.2,0.0,0.5,PASS,magbeez01w,2025-06-17T11:02:52.884449,6.300000000000001,6.300000000000001,DEMON,0.7300000000000001,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Rhyne Howard,Points,24.5,18.3,0.0,0.5,PASS,howarrh01w,2025-06-17T11:02:51.696308,6.199999999999999,6.199999999999999,DEMON,0.72,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
DiJonai Carrington,Points,19.5,13.3,0.0,0.5,PASS,carridi01w,2025-06-17T11:02:52.473329,6.199999999999999,6.199999999999999,DEMON,0.72,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Brittney Sykes,Pts+Rebs+Asts,34.5,28.3,0.0,0.5,PASS,sykesbr01w,2025-06-17T11:02:52.618217,6.199999999999999,6.199999999999999,DEMON,0.72,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Rhyne Howard,Pts+Rebs+Asts,34.5,28.4,0.0,0.5,PASS,howarrh01w,2025-06-17T11:02:51.692215,6.100000000000001,6.100000000000001,DEMON,0.7100000000000002,"MODERATE_DEMON_DIFF, HIGH_PROBABILITY",,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Breanna Stewart,Pts+Rebs+Asts,34.5,28.4,0.0,0.5,PASS,stewabr01w,2025-06-17T11:02:51.871107,6.100000000000001,6.100000000000001,DEMON,0.7100000000000002,"MODERATE_DEMON_DIFF, INTENT_BASED, HIGH_PROBABILITY",STAR_PLAYER_TRAP,AVOID_OVER,AVOID_DEMON,-0.75,0.1
Rickea Jackson,Points,19.5,13.6,0.0,0.5,PASS,jacksri01w,2025-06-17T11:02:52.962177,5.9,5.9,DEMON,0.6900000000000001,MODERATE_DEMON_DIFF,,AVOID_OVER,AVOID_DEMON,-0.75,0.1
