player_name,team_name,stat_type,line,timestamp,matched_name,bbref_id
Caitlin Clark,IND,Rebounds,6.0,2025-06-17T11:02:49.810106,Caitlin Clark,clarkca01w
Caitlin Clark,IND,Free Throws Made,3.5,2025-06-17T11:02:49.810108,Caitlin Clark,clarkca01w
Caitlin Clark,IND,3-PT Attempted,9.5,2025-06-17T11:02:49.810109,Caitlin Clark,clarkca01w
Caitlin Clark,IND,Points,22.5,2025-06-17T11:02:49.810110,Caitlin Clark,clarkca01w
Caitlin Clark,IND,Rebs+Asts,15.5,2025-06-17T11:02:49.810111,Caitlin Clark,clarkca01w
Caitlin Clark,IND,Rebounds,4.5,2025-06-17T11:02:49.810112,Caitlin Clark,clarkca01w
Caitlin Clark,IND,Pts+Asts,31.5,2025-06-17T11:02:49.810113,Caitlin Clark,clarkca01w
Caitlin Clark,IND,Assists,8.5,2025-06-17T11:02:49.810114,Caitlin Clark,clarkca01w
Caitlin Clark,IND,3-PT Made,4.5,2025-06-17T11:02:49.810115,Caitlin Clark,clarkca01w
Caitlin Clark,IND,Points,17.5,2025-06-17T11:02:49.810116,Caitlin Clark,clarkca01w
Caitlin Clark,IND,Assists,13.5,2025-06-17T11:02:49.810117,Caitlin Clark,clarkca01w
Caitlin Clark,IND,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.810118,Caitlin Clark,clarkca01w
Caitlin Clark,IND,3-PT Made,2.5,2025-06-17T11:02:49.810119,Caitlin Clark,clarkca01w
Caitlin Clark,IND,Pts+Rebs,27.5,2025-06-17T11:02:49.810121,Caitlin Clark,clarkca01w
Caitlin Clark,IND,Points,24.5,2025-06-17T11:02:49.810122,Caitlin Clark,clarkca01w
Caitlin Clark,IND,Rebounds,7.5,2025-06-17T11:02:49.810123,Caitlin Clark,clarkca01w
Kelsey Mitchell,IND,3-PT Attempted,6.0,2025-06-17T11:02:49.810124,Kelsey Mitchell,mitchke01w
Kelsey Mitchell,IND,Pts+Rebs+Asts,20.5,2025-06-17T11:02:49.810125,Kelsey Mitchell,mitchke01w
Kelsey Mitchell,IND,Points,15.5,2025-06-17T11:02:49.810126,Kelsey Mitchell,mitchke01w
Kelsey Mitchell,IND,Points,19.5,2025-06-17T11:02:49.810127,Kelsey Mitchell,mitchke01w
Kelsey Mitchell,IND,Points,17.0,2025-06-17T11:02:49.810129,Kelsey Mitchell,mitchke01w
Kelsey Mitchell,IND,Points,24.5,2025-06-17T11:02:49.810129,Kelsey Mitchell,mitchke01w
Kelsey Mitchell,IND,3-PT Made,3.5,2025-06-17T11:02:49.810131,Kelsey Mitchell,mitchke01w
Kelsey Mitchell,IND,Fantasy Score,24.5,2025-06-17T11:02:49.810131,Kelsey Mitchell,mitchke01w
Kelsey Mitchell,IND,Points,14.5,2025-06-17T11:02:49.810132,Kelsey Mitchell,mitchke01w
Kelsey Mitchell,IND,Free Throws Made,2.5,2025-06-17T11:02:49.810136,Kelsey Mitchell,mitchke01w
Kelsey Mitchell,IND,3-PT Made,2.5,2025-06-17T11:02:49.810137,Kelsey Mitchell,mitchke01w
Kelsey Mitchell,IND,3-PT Made,1.5,2025-06-17T11:02:49.810138,Kelsey Mitchell,mitchke01w
Kelsey Mitchell,IND,FG Attempted,15.5,2025-06-17T11:02:49.810139,Kelsey Mitchell,mitchke01w
Aliyah Boston,IND,Points,14.5,2025-06-17T11:02:49.810140,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Rebounds,10.5,2025-06-17T11:02:49.810141,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Points,9.5,2025-06-17T11:02:49.810142,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Rebounds,11.5,2025-06-17T11:02:49.810143,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.810144,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Assists,5.5,2025-06-17T11:02:49.810145,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Points,19.5,2025-06-17T11:02:49.810146,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.810148,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Assists,2.5,2025-06-17T11:02:49.810149,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Points,13.5,2025-06-17T11:02:49.810150,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Rebs+Asts,12.0,2025-06-17T11:02:49.810151,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Rebounds,9.5,2025-06-17T11:02:49.810152,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Points,11.5,2025-06-17T11:02:49.810154,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Rebounds,6.5,2025-06-17T11:02:49.810155,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Rebounds,7.5,2025-06-17T11:02:49.810156,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Rebounds,5.5,2025-06-17T11:02:49.810157,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Pts+Rebs+Asts,19.5,2025-06-17T11:02:49.810158,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Pts+Rebs,21.5,2025-06-17T11:02:49.810159,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Defensive Rebounds,5.0,2025-06-17T11:02:49.810160,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Assists,4.5,2025-06-17T11:02:49.810161,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Assists,6.5,2025-06-17T11:02:49.810163,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Pts+Rebs+Asts,25.5,2025-06-17T11:02:49.810164,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Pts+Asts,17.5,2025-06-17T11:02:49.810165,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Offensive Rebounds,2.5,2025-06-17T11:02:49.810166,Aliyah Boston,bostoal01w
Aliyah Boston,IND,FG Attempted,9.5,2025-06-17T11:02:49.810167,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Assists,4.0,2025-06-17T11:02:49.810168,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Fantasy Score,31.5,2025-06-17T11:02:49.810169,Aliyah Boston,bostoal01w
Aliyah Boston,IND,Assists,3.5,2025-06-17T11:02:49.810170,Aliyah Boston,bostoal01w
Tina Charles,CON,Pts+Rebs+Asts,25.5,2025-06-17T11:02:49.810172,Tina Charles,charlti01w
Tina Charles,CON,Points,15.5,2025-06-17T11:02:49.810173,Tina Charles,charlti01w
Tina Charles,CON,Fantasy Score,28.5,2025-06-17T11:02:49.810174,Tina Charles,charlti01w
Tina Charles,CON,Free Throws Made,3.0,2025-06-17T11:02:49.810175,Tina Charles,charlti01w
Tina Charles,CON,FG Attempted,15.0,2025-06-17T11:02:49.810176,Tina Charles,charlti01w
Tina Charles,CON,Rebounds,7.5,2025-06-17T11:02:49.810177,Tina Charles,charlti01w
Tina Charles,CON,Rebounds,4.5,2025-06-17T11:02:49.810178,Tina Charles,charlti01w
Tina Charles,CON,Defensive Rebounds,5.0,2025-06-17T11:02:49.810179,Tina Charles,charlti01w
Tina Charles,CON,Rebounds,6.0,2025-06-17T11:02:49.810180,Tina Charles,charlti01w
Tina Charles,CON,Points,19.5,2025-06-17T11:02:49.810181,Tina Charles,charlti01w
Tina Charles,CON,Pts+Rebs,23.5,2025-06-17T11:02:49.810182,Tina Charles,charlti01w
Tina Charles,CON,Points,24.5,2025-06-17T11:02:49.810184,Tina Charles,charlti01w
Tina Charles,CON,Rebounds,5.5,2025-06-17T11:02:49.810185,Tina Charles,charlti01w
Tina Charles,CON,Rebounds,9.5,2025-06-17T11:02:49.810186,Tina Charles,charlti01w
Tina Charles,CON,Rebounds,8.5,2025-06-17T11:02:49.810187,Tina Charles,charlti01w
Tina Charles,CON,Points,14.5,2025-06-17T11:02:49.810188,Tina Charles,charlti01w
Tina Charles,CON,Points,16.5,2025-06-17T11:02:49.810189,Tina Charles,charlti01w
Olivia Nelson-Ododa,CON,Rebounds,5.5,2025-06-17T11:02:49.810192,Olivia Nelson-Ododa,nelsool01w
Olivia Nelson-Ododa,CON,Rebounds,7.5,2025-06-17T11:02:49.810193,Olivia Nelson-Ododa,nelsool01w
Olivia Nelson-Ododa,CON,Rebounds,4.5,2025-06-17T11:02:49.810194,Olivia Nelson-Ododa,nelsool01w
Olivia Nelson-Ododa,CON,Free Throws Made,2.5,2025-06-17T11:02:49.810195,Olivia Nelson-Ododa,nelsool01w
Olivia Nelson-Ododa,CON,Defensive Rebounds,4.5,2025-06-17T11:02:49.810197,Olivia Nelson-Ododa,nelsool01w
Olivia Nelson-Ododa,CON,Rebounds,8.5,2025-06-17T11:02:49.810197,Olivia Nelson-Ododa,nelsool01w
Olivia Nelson-Ododa,CON,Points,9.5,2025-06-17T11:02:49.810198,Olivia Nelson-Ododa,nelsool01w
Olivia Nelson-Ododa,CON,Rebounds,9.5,2025-06-17T11:02:49.810200,Olivia Nelson-Ododa,nelsool01w
Rhyne Howard,ATL,Pts+Rebs,23.0,2025-06-17T11:02:49.810212,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Fantasy Score,35.5,2025-06-17T11:02:49.810214,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Assists,5.5,2025-06-17T11:02:49.810215,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Points,14.5,2025-06-17T11:02:49.810216,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Assists,3.5,2025-06-17T11:02:49.810217,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Pts+Asts,22.0,2025-06-17T11:02:49.810218,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Assists,4.0,2025-06-17T11:02:49.810220,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,3-PT Attempted,11.5,2025-06-17T11:02:49.810222,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Assists,2.5,2025-06-17T11:02:49.810223,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Pts+Rebs+Asts,39.5,2025-06-17T11:02:49.810224,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Assists,6.5,2025-06-17T11:02:49.810225,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.810226,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.810227,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Assists,4.5,2025-06-17T11:02:49.810228,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,3-PT Made,3.5,2025-06-17T11:02:49.810230,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Points,17.5,2025-06-17T11:02:49.810231,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Pts+Rebs+Asts,27.5,2025-06-17T11:02:49.810232,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.810234,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,3-PT Made,4.5,2025-06-17T11:02:49.810235,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Points,24.5,2025-06-17T11:02:49.810236,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Rebounds,7.5,2025-06-17T11:02:49.810237,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Free Throws Made,3.0,2025-06-17T11:02:49.810238,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,FG Attempted,16.5,2025-06-17T11:02:49.810239,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Rebounds,4.5,2025-06-17T11:02:49.810240,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Rebounds,8.5,2025-06-17T11:02:49.810241,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Points,19.5,2025-06-17T11:02:49.810242,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Rebounds,5.5,2025-06-17T11:02:49.810243,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Rebounds,3.5,2025-06-17T11:02:49.810244,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,Rebounds,5.0,2025-06-17T11:02:49.810245,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,3-PT Made,5.5,2025-06-17T11:02:49.810246,Rhyne Howard,howarrh01w
Rhyne Howard,ATL,3-PT Made,2.5,2025-06-17T11:02:49.810247,Rhyne Howard,howarrh01w
Allisha Gray,ATL,Pts+Rebs,22.0,2025-06-17T11:02:49.810249,Allisha Gray,grayyal01w
Allisha Gray,ATL,Fantasy Score,31.0,2025-06-17T11:02:49.810250,Allisha Gray,grayyal01w
Allisha Gray,ATL,3-PT Made,1.5,2025-06-17T11:02:49.810251,Allisha Gray,grayyal01w
Allisha Gray,ATL,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.810252,Allisha Gray,grayyal01w
Allisha Gray,ATL,Points,24.5,2025-06-17T11:02:49.810253,Allisha Gray,grayyal01w
Allisha Gray,ATL,FG Attempted,12.5,2025-06-17T11:02:49.810254,Allisha Gray,grayyal01w
Allisha Gray,ATL,Free Throws Made,4.5,2025-06-17T11:02:49.810255,Allisha Gray,grayyal01w
Allisha Gray,ATL,Assists,5.5,2025-06-17T11:02:49.810256,Allisha Gray,grayyal01w
Allisha Gray,ATL,Assists,2.5,2025-06-17T11:02:49.810257,Allisha Gray,grayyal01w
Allisha Gray,ATL,Points,15.5,2025-06-17T11:02:49.810258,Allisha Gray,grayyal01w
Allisha Gray,ATL,3-PT Made,3.5,2025-06-17T11:02:49.810259,Allisha Gray,grayyal01w
Allisha Gray,ATL,Points,14.5,2025-06-17T11:02:49.810260,Allisha Gray,grayyal01w
Allisha Gray,ATL,3-PT Attempted,5.5,2025-06-17T11:02:49.810261,Allisha Gray,grayyal01w
Allisha Gray,ATL,Points,16.5,2025-06-17T11:02:49.810262,Allisha Gray,grayyal01w
Allisha Gray,ATL,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.810263,Allisha Gray,grayyal01w
Allisha Gray,ATL,Rebounds,6.5,2025-06-17T11:02:49.810263,Allisha Gray,grayyal01w
Allisha Gray,ATL,3-PT Made,2.5,2025-06-17T11:02:49.810264,Allisha Gray,grayyal01w
Allisha Gray,ATL,Rebounds,5.0,2025-06-17T11:02:49.810265,Allisha Gray,grayyal01w
Allisha Gray,ATL,Pts+Rebs+Asts,27.5,2025-06-17T11:02:49.810266,Allisha Gray,grayyal01w
Allisha Gray,ATL,Defensive Rebounds,3.5,2025-06-17T11:02:49.810268,Allisha Gray,grayyal01w
Allisha Gray,ATL,Points,19.5,2025-06-17T11:02:49.810269,Allisha Gray,grayyal01w
Allisha Gray,ATL,Assists,4.5,2025-06-17T11:02:49.810270,Allisha Gray,grayyal01w
Allisha Gray,ATL,Rebounds,4.5,2025-06-17T11:02:49.810271,Allisha Gray,grayyal01w
Allisha Gray,ATL,Points,18.5,2025-06-17T11:02:49.810272,Allisha Gray,grayyal01w
Allisha Gray,ATL,3-PT Made,4.5,2025-06-17T11:02:49.810273,Allisha Gray,grayyal01w
Allisha Gray,ATL,Pts+Rebs+Asts,25.5,2025-06-17T11:02:49.810274,Allisha Gray,grayyal01w
Allisha Gray,ATL,Pts+Asts,20.5,2025-06-17T11:02:49.810275,Allisha Gray,grayyal01w
Allisha Gray,ATL,Offensive Rebounds,1.5,2025-06-17T11:02:49.810276,Allisha Gray,grayyal01w
Allisha Gray,ATL,Rebounds,5.5,2025-06-17T11:02:49.810277,Allisha Gray,grayyal01w
Allisha Gray,ATL,Rebounds,7.5,2025-06-17T11:02:49.810278,Allisha Gray,grayyal01w
Allisha Gray,ATL,Rebounds,3.5,2025-06-17T11:02:49.810279,Allisha Gray,grayyal01w
Allisha Gray,ATL,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.810280,Allisha Gray,grayyal01w
Brittney Griner,ATL,Pts+Rebs,16.0,2025-06-17T11:02:49.810281,Brittney Griner,grinebr01w
Brittney Griner,ATL,Points,14.5,2025-06-17T11:02:49.810282,Brittney Griner,grinebr01w
Brittney Griner,ATL,Points,7.5,2025-06-17T11:02:49.810283,Brittney Griner,grinebr01w
Brittney Griner,ATL,Defensive Rebounds,4.5,2025-06-17T11:02:49.810284,Brittney Griner,grinebr01w
Brittney Griner,ATL,Rebounds,7.5,2025-06-17T11:02:49.810285,Brittney Griner,grinebr01w
Brittney Griner,ATL,Fantasy Score,22.5,2025-06-17T11:02:49.810290,Brittney Griner,grinebr01w
Brittney Griner,ATL,Rebounds,4.5,2025-06-17T11:02:49.810292,Brittney Griner,grinebr01w
Brittney Griner,ATL,Pts+Rebs+Asts,18.0,2025-06-17T11:02:49.810293,Brittney Griner,grinebr01w
Brittney Griner,ATL,Free Throws Made,1.5,2025-06-17T11:02:49.810294,Brittney Griner,grinebr01w
Brittney Griner,ATL,Points,10.5,2025-06-17T11:02:49.810295,Brittney Griner,grinebr01w
Brittney Griner,ATL,Points,9.5,2025-06-17T11:02:49.810296,Brittney Griner,grinebr01w
Brittney Griner,ATL,Rebounds,8.5,2025-06-17T11:02:49.810297,Brittney Griner,grinebr01w
Brittney Griner,ATL,Rebounds,9.5,2025-06-17T11:02:49.810298,Brittney Griner,grinebr01w
Brittney Griner,ATL,Points,17.5,2025-06-17T11:02:49.810299,Brittney Griner,grinebr01w
Brittney Griner,ATL,Rebounds,5.5,2025-06-17T11:02:49.810300,Brittney Griner,grinebr01w
Brionna Jones,ATL,Fantasy Score,29.0,2025-06-17T11:02:49.810302,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Rebounds,5.5,2025-06-17T11:02:49.810303,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Rebounds,6.5,2025-06-17T11:02:49.810304,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Points,9.5,2025-06-17T11:02:49.810306,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Points,14.5,2025-06-17T11:02:49.810307,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Defensive Rebounds,5.0,2025-06-17T11:02:49.810308,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Rebounds,9.5,2025-06-17T11:02:49.810309,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Free Throws Made,1.5,2025-06-17T11:02:49.810310,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Points,12.0,2025-06-17T11:02:49.810311,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Rebounds,8.0,2025-06-17T11:02:49.810312,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Rebounds,7.5,2025-06-17T11:02:49.810313,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Pts+Rebs,20.5,2025-06-17T11:02:49.810314,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Offensive Rebounds,3.0,2025-06-17T11:02:49.810315,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Points,19.5,2025-06-17T11:02:49.810317,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Rebounds,11.5,2025-06-17T11:02:49.810318,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Pts+Rebs+Asts,22.5,2025-06-17T11:02:49.810318,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Points,17.5,2025-06-17T11:02:49.810319,Brionna Jones,jonesbr01w
Brionna Jones,ATL,Rebounds,10.5,2025-06-17T11:02:49.810320,Brionna Jones,jonesbr01w
Breanna Stewart,NYL,Points,17.5,2025-06-17T11:02:49.810321,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Pts+Rebs,26.0,2025-06-17T11:02:49.810322,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Rebounds,5.5,2025-06-17T11:02:49.810323,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Offensive Rebounds,0.5,2025-06-17T11:02:49.810325,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Rebounds,4.5,2025-06-17T11:02:49.810326,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Fantasy Score,40.0,2025-06-17T11:02:49.810327,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Assists,5.5,2025-06-17T11:02:49.810328,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Assists,3.5,2025-06-17T11:02:49.810329,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Points,20.0,2025-06-17T11:02:49.810330,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Rebounds,7.5,2025-06-17T11:02:49.810331,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Rebounds,8.5,2025-06-17T11:02:49.810332,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Points,29.5,2025-06-17T11:02:49.810333,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,FG Attempted,12.5,2025-06-17T11:02:49.810334,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Pts+Rebs+Asts,24.5,2025-06-17T11:02:49.810334,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Pts+Rebs+Asts,29.5,2025-06-17T11:02:49.810335,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Pts+Rebs+Asts,34.5,2025-06-17T11:02:49.810336,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Rebounds,9.5,2025-06-17T11:02:49.810337,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Points,24.5,2025-06-17T11:02:49.810339,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Free Throws Made,5.5,2025-06-17T11:02:49.810340,Breanna Stewart,stewabr01w
Breanna Stewart,NYL,Rebounds,6.0,2025-06-17T11:02:49.810341,Breanna Stewart,stewabr01w
Sabrina Ionescu,NYL,Assists,5.0,2025-06-17T11:02:49.810342,Sabrina Ionescu,ionessa01w
Sabrina Ionescu,NYL,Rebounds,5.5,2025-06-17T11:02:49.810343,Sabrina Ionescu,ionessa01w
Sabrina Ionescu,NYL,Pts+Rebs+Asts,28.0,2025-06-17T11:02:49.810344,Sabrina Ionescu,ionessa01w
