player_name,stat_type,line,predicted_value,confidence_score,volatility_score,recommendation,bbref_id,timestamp,confidence_over,confidence_under,over_hit_count,under_hit_count,percentile_20_value,trap_confirmed_by,anomaly_type,is_trap_line,debug_diff,debug_notes
Breanna Stewart,Points,29.5,19.5,0.0,0.5,PASS,stewabr01w,2025-06-17T11:02:51.863684,0.01,0.9,0,0,,confidence,DEMON,True,10.0,
Breanna Stewart,Pts+Rebs+Asts,34.5,28.4,0.0,0.5,PASS,stewabr01w,2025-06-17T11:02:51.871107,0.06699999999999998,0.8440000000000001,0,0,,confidence,DEMON,True,6.100000000000001,
Sabrina Ionescu,Points,14.5,19.5,0.0,0.5,PASS,ionessa01w,2025-06-17T11:02:51.899541,0.8,0.1,0,0,,confidence,GOBLIN,True,-5.0,
Sabrina Ionescu,Pts+Rebs+Asts,34.5,28.2,0.0,0.5,PASS,ionessa01w,2025-06-17T11:02:51.909334,0.061,0.8520000000000001,0,0,,confidence,DEMON,True,6.300000000000001,
Sabrina Ionescu,Pts+Rebs+Asts,39.5,28.2,0.0,0.5,PASS,ionessa01w,2025-06-17T11:02:51.928502,0.01,0.9,0,0,,confidence,DEMON,True,11.3,
Sabrina Ionescu,Fantasy Score,35.5,0.0,0.0,0.5,PASS,ionessa01w,2025-06-17T11:02:51.934896,0.01,0.9,0,0,,confidence,DEMON,True,35.5,
Jonquel Jones,Fantasy Score,33.0,7.2,0.0,0.5,PASS,jonesjo01w,2025-06-17T11:02:51.981539,0.01,0.9,0,0,,confidence,DEMON,True,25.8,
Jonquel Jones,Points,19.5,12.4,0.0,0.5,PASS,jonesjo01w,2025-06-17T11:02:51.985410,0.037000000000000005,0.8839999999999999,0,0,,confidence,DEMON,True,7.1,
Natasha Cloud,Fantasy Score,25.5,0.0,0.0,0.5,PASS,cloudna01w,2025-06-17T11:02:51.993504,0.01,0.9,0,0,,confidence,DEMON,True,25.5,
Napheesa Collier,Pts+Rebs+Asts,44.5,38.8,0.0,0.5,PASS,collina01w,2025-06-17T11:02:52.036554,0.07899999999999993,0.8280000000000001,0,0,,confidence,DEMON,True,5.700000000000003,
Napheesa Collier,Fantasy Score,47.5,0.0,0.0,0.5,PASS,collina01w,2025-06-17T11:02:52.045099,0.01,0.9,0,0,,confidence,DEMON,True,47.5,
Napheesa Collier,Pts+Rebs+Asts,49.5,38.8,0.0,0.5,PASS,collina01w,2025-06-17T11:02:52.074469,0.01,0.9,0,0,,confidence,DEMON,True,10.700000000000003,
Napheesa Collier,Points,19.5,26.1,0.0,0.5,PASS,collina01w,2025-06-17T11:02:52.076403,0.8640000000000001,0.05199999999999996,0,0,,confidence,GOBLIN,True,-6.600000000000001,
Kayla McBride,Fantasy Score,26.0,6.3,0.0,0.5,PASS,mcbrika01w,2025-06-17T11:02:52.115515,0.01,0.9,0,0,,confidence,DEMON,True,19.7,
Kayla McBride,Pts+Rebs+Asts,29.5,21.2,0.0,0.5,PASS,mcbrika01w,2025-06-17T11:02:52.127550,0.01,0.9,0,0,,confidence,DEMON,True,8.3,
Kayla McBride,Points,24.5,14.2,0.0,0.5,PASS,mcbrika01w,2025-06-17T11:02:52.129569,0.01,0.9,0,0,,confidence,DEMON,True,10.3,
Jewell Loyd,Pts+Rebs+Asts,29.5,17.4,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.143520,0.01,0.9,0,0,,confidence,DEMON,True,12.100000000000001,
Jewell Loyd,Pts+Rebs+Asts,24.5,17.4,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.145452,0.03699999999999998,0.8840000000000001,0,0,,confidence,DEMON,True,7.100000000000001,
Jewell Loyd,Points,17.5,11.1,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.153389,0.057999999999999996,0.856,0,0,,confidence,DEMON,True,6.4,
Jewell Loyd,Fantasy Score,26.0,0.0,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.157317,0.01,0.9,0,0,,confidence,DEMON,True,26.0,
Jewell Loyd,Points,19.5,11.1,0.0,0.5,PASS,loyddje01w,2025-06-17T11:02:52.173594,0.01,0.9,0,0,,confidence,DEMON,True,8.4,
Chelsea Gray,Pts+Rebs+Asts,29.5,22.6,0.0,0.5,PASS,grayych01w,2025-06-17T11:02:52.226243,0.04300000000000004,0.8759999999999999,0,0,,confidence,DEMON,True,6.899999999999999,
Chelsea Gray,Points,24.5,15.1,0.0,0.5,PASS,grayych01w,2025-06-17T11:02:52.230075,0.01,0.9,0,0,,confidence,DEMON,True,9.4,
Chelsea Gray,Fantasy Score,29.0,0.0,0.0,0.5,PASS,grayych01w,2025-06-17T11:02:52.234140,0.01,0.9,0,0,,confidence,DEMON,True,29.0,
Jackie Young,Pts+Rebs+Asts,34.5,26.1,0.0,0.5,PASS,youngja01w,2025-06-17T11:02:52.240225,0.01,0.9,0,0,,confidence,DEMON,True,8.399999999999999,
Jackie Young,Points,29.5,19.0,0.0,0.5,PASS,youngja01w,2025-06-17T11:02:52.254128,0.01,0.9,0,0,,confidence,DEMON,True,10.5,
Jackie Young,Pts+Rebs+Asts,39.5,26.1,0.0,0.5,PASS,youngja01w,2025-06-17T11:02:52.256090,0.01,0.9,0,0,,confidence,DEMON,True,13.399999999999999,
Jackie Young,Fantasy Score,36.0,0.0,0.0,0.5,PASS,youngja01w,2025-06-17T11:02:52.291098,0.01,0.9,0,0,,confidence,DEMON,True,36.0,
Courtney Williams,Points,17.5,11.1,0.0,0.5,PASS,willico01w,2025-06-17T11:02:52.307524,0.057999999999999996,0.856,0,0,,confidence,DEMON,True,6.4,
Courtney Williams,Pts+Rebs+Asts,29.5,21.2,0.0,0.5,PASS,willico01w,2025-06-17T11:02:52.332359,0.01,0.9,0,0,,confidence,DEMON,True,8.3,
Courtney Williams,Fantasy Score,26.5,0.0,0.0,0.5,PASS,willico01w,2025-06-17T11:02:52.343296,0.01,0.9,0,0,,confidence,DEMON,True,26.5,
Alanna Smith,Fantasy Score,28.0,0.0,0.0,0.5,PASS,smithal01w,2025-06-17T11:02:52.355146,0.01,0.9,0,0,,confidence,DEMON,True,28.0,
Alanna Smith,Points,17.5,10.2,0.0,0.5,PASS,smithal01w,2025-06-17T11:02:52.357207,0.031,0.892,0,0,,confidence,DEMON,True,7.300000000000001,
Arike Ogunbowale,Fantasy Score,30.5,0.0,0.0,0.5,PASS,ogunbar01w,2025-06-17T11:02:52.392680,0.01,0.9,0,0,,confidence,DEMON,True,30.5,
Arike Ogunbowale,Points,24.5,17.5,0.0,0.5,PASS,ogunbar01w,2025-06-17T11:02:52.398527,0.04000000000000001,0.88,0,0,,confidence,DEMON,True,7.0,
Paige Bueckers,Fantasy Score,38.5,0.0,0.0,0.5,PASS,bueckpa01w,2025-06-17T11:02:52.423834,0.01,0.9,0,0,,confidence,DEMON,True,38.5,
Paige Bueckers,Points,24.5,17.38,0.0,0.5,PASS,bueckpa01w,2025-06-17T11:02:52.425811,0.03639999999999999,0.8848,0,0,,confidence,DEMON,True,7.120000000000001,
Paige Bueckers,Pts+Rebs+Asts,39.5,28.0,0.0,0.5,PASS,bueckpa01w,2025-06-17T11:02:52.448813,0.01,0.9,0,0,,confidence,DEMON,True,11.5,
Paige Bueckers,Pts+Rebs+Asts,34.5,28.0,0.0,0.5,PASS,bueckpa01w,2025-06-17T11:02:52.454515,0.05499999999999999,0.86,0,0,,confidence,DEMON,True,6.5,
DiJonai Carrington,Points,19.5,13.3,0.0,0.5,PASS,carridi01w,2025-06-17T11:02:52.473329,0.06400000000000003,0.848,0,0,,confidence,DEMON,True,6.199999999999999,
DiJonai Carrington,Fantasy Score,26.5,0.0,0.0,0.5,PASS,carridi01w,2025-06-17T11:02:52.492444,0.01,0.9,0,0,,confidence,DEMON,True,26.5,
Kayla Thornton,Fantasy Score,29.5,0.0,0.0,0.5,PASS,thornka01w,2025-06-17T11:02:52.522834,0.01,0.9,0,0,,confidence,DEMON,True,29.5,
Veronica Burton,Fantasy Score,27.0,0.0,0.0,0.5,PASS,burtove01w,2025-06-17T11:02:52.557689,0.01,0.9,0,0,,confidence,DEMON,True,27.0,
Veronica Burton,Pts+Rebs+Asts,29.5,21.4,0.0,0.5,PASS,burtove01w,2025-06-17T11:02:52.565975,0.01,0.9,0,0,,confidence,DEMON,True,8.100000000000001,
Brittney Sykes,Pts+Rebs+Asts,39.5,28.3,0.0,0.5,PASS,sykesbr01w,2025-06-17T11:02:52.608857,0.01,0.9,0,0,,confidence,DEMON,True,11.2,
Brittney Sykes,Pts+Rebs+Asts,34.5,28.3,0.0,0.5,PASS,sykesbr01w,2025-06-17T11:02:52.618217,0.06400000000000003,0.848,0,0,,confidence,DEMON,True,6.199999999999999,
Brittney Sykes,Fantasy Score,34.0,0.0,0.0,0.5,PASS,sykesbr01w,2025-06-17T11:02:52.628935,0.01,0.9,0,0,,confidence,DEMON,True,34.0,
Angel Reese,Points,17.5,10.4,0.0,0.5,PASS,reesean01w,2025-06-17T11:02:52.662207,0.037000000000000005,0.8839999999999999,0,0,,confidence,DEMON,True,7.1,
Angel Reese,Pts+Rebs+Asts,34.5,25.8,0.0,0.5,PASS,reesean01w,2025-06-17T11:02:52.664233,0.01,0.9,0,0,,confidence,DEMON,True,8.7,
Angel Reese,Points,19.5,10.4,0.0,0.5,PASS,reesean01w,2025-06-17T11:02:52.670191,0.01,0.9,0,0,,confidence,DEMON,True,9.1,
Angel Reese,Pts+Rebs+Asts,39.5,25.8,0.0,0.5,PASS,reesean01w,2025-06-17T11:02:52.672172,0.01,0.9,0,0,,confidence,DEMON,True,13.7,
Angel Reese,Fantasy Score,33.0,0.0,0.0,0.5,PASS,reesean01w,2025-06-17T11:02:52.674117,0.01,0.9,0,0,,confidence,DEMON,True,33.0,
Ariel Atkins,Pts+Rebs+Asts,29.5,19.6,0.0,0.5,PASS,atkinar01w,2025-06-17T11:02:52.692598,0.01,0.9,0,0,,confidence,DEMON,True,9.899999999999999,
Ariel Atkins,Fantasy Score,26.5,0.0,0.0,0.5,PASS,atkinar01w,2025-06-17T11:02:52.703141,0.01,0.9,0,0,,confidence,DEMON,True,26.5,
Ariel Atkins,Points,19.5,12.9,0.0,0.5,PASS,atkinar01w,2025-06-17T11:02:52.721899,0.05200000000000002,0.864,0,0,,confidence,DEMON,True,6.6,
Kamilla Cardoso,Fantasy Score,22.0,0.0,0.0,0.5,PASS,cardoka01w,2025-06-17T11:02:52.748333,0.01,0.9,0,0,,confidence,DEMON,True,22.0,
Kamilla Cardoso,Points,17.5,10.9,0.0,0.5,PASS,cardoka01w,2025-06-17T11:02:52.770184,0.05200000000000002,0.864,0,0,,confidence,DEMON,True,6.6,
Kiki Iriafen,Fantasy Score,25.0,0.0,0.0,0.5,PASS,iriafki01w,2025-06-17T11:02:52.780101,0.01,0.9,0,0,,confidence,DEMON,True,25.0,
Kiki Iriafen,Points,19.5,13.8,0.0,0.5,PASS,iriafki01w,2025-06-17T11:02:52.787848,0.07900000000000001,0.828,0,0,,confidence,DEMON,True,5.699999999999999,
Sonia Citron,Points,19.5,12.8,0.0,0.5,PASS,citroso01w,2025-06-17T11:02:52.814865,0.049000000000000016,0.8679999999999999,0,0,,confidence,DEMON,True,6.699999999999999,
Gabby Williams,Fantasy Score,30.5,0.0,0.0,0.5,PASS,williga01w,2025-06-17T11:02:52.868261,0.01,0.9,0,0,,confidence,DEMON,True,30.5,
Gabby Williams,Points,9.5,15.4,0.0,0.5,PASS,williga01w,2025-06-17T11:02:52.870518,0.836,0.07300000000000001,0,0,,confidence,GOBLIN,True,-5.9,
Ezi Magbegor,Points,14.5,8.2,0.0,0.5,PASS,magbeez01w,2025-06-17T11:02:52.884449,0.061,0.8520000000000001,0,0,,confidence,DEMON,True,6.300000000000001,
Ezi Magbegor,Fantasy Score,26.5,0.0,0.0,0.5,PASS,magbeez01w,2025-06-17T11:02:52.900242,0.01,0.9,0,0,,confidence,DEMON,True,26.5,
Dearica Hamby,Fantasy Score,38.5,0.0,0.0,0.5,PASS,hambyde01w,2025-06-17T11:02:52.944166,0.01,0.9,0,0,,confidence,DEMON,True,38.5,
Rickea Jackson,Points,19.5,13.6,0.0,0.5,PASS,jacksri01w,2025-06-17T11:02:52.962177,0.07300000000000001,0.836,0,0,,confidence,DEMON,True,5.9,
Skylar Diggins,Fantasy Score,31.5,0.0,0.0,0.5,PASS,diggisk01w,2025-06-17T11:02:52.989134,0.01,0.9,0,0,,confidence,DEMON,True,31.5,
Skylar Diggins,Points,24.5,17.8,0.0,0.5,PASS,diggisk01w,2025-06-17T11:02:52.993897,0.049000000000000016,0.8679999999999999,0,0,,confidence,DEMON,True,6.699999999999999,
Nneka Ogwumike,Points,24.5,16.0,0.0,0.5,PASS,ogwumnn01w,2025-06-17T11:02:53.015459,0.01,0.9,0,0,,confidence,DEMON,True,8.5,
Nneka Ogwumike,Fantasy Score,32.5,0.0,0.0,0.5,PASS,ogwumnn01w,2025-06-17T11:02:53.033813,0.01,0.9,0,0,,confidence,DEMON,True,32.5,
