slip_id,type,legs,combined_odds,potential_multiplier,total_stake,phase,confidence,potential_payout,dry_run,date,game,player,prop_type,line,over_odds,under_odds,projection,pick,decimal_odds,flex_payouts
PAPER_FLX_20250619_003,Flex,6,,,5.0,ovulatory,0.5423588480909655,175.0,True,2025-06-20,LAS @ SEA,J. Young,rebounds,6.4,-129.14495358531127,-124.42186517295346,5.1775011098786035,under,1.8037172554919856,"{'4': 4.0, '5': 12.0, '6': 35.0}"
PAPER_FLX_20250619_003,Flex,6,,,5.0,ovulatory,0.5507900165477475,175.0,True,2025-06-20,LA @ PHO,B. Jones,points,17.1,-111.33843131999316,-110.35900095996726,17.656074912688677,over,1.8981624656862117,"{'4': 4.0, '5': 12.0, '6': 35.0}"
PAPER_FLX_20250619_003,Flex,6,,,5.0,ovulatory,0.6088430215525953,175.0,True,2025-06-20,SEA @ MIN,A. Wilson,assists,5.4,-110.60627328560147,-125.62546083011162,5.682963832530012,over,1.9041078505717797,"{'4': 4.0, '5': 12.0, '6': 35.0}"
PAPER_FLX_20250619_003,Flex,6,,,5.0,ovulatory,0.5024485668489342,175.0,True,2025-06-20,SEA @ MIN,A. Gray,points,21.4,-109.18491031243889,-123.26500096894972,22.884450227633785,over,1.915877475320026,"{'4': 4.0, '5': 12.0, '6': 35.0}"
PAPER_FLX_20250619_003,Flex,6,,,5.0,ovulatory,0.5804070256263377,175.0,True,2025-06-20,LAS @ SEA,A. Wilson,points,12.6,-118.23519919751274,-106.19961336773838,10.779451743009707,under,1.9416230137649286,"{'4': 4.0, '5': 12.0, '6': 35.0}"
PAPER_FLX_20250619_003,Flex,6,,,5.0,ovulatory,0.6277963535098898,175.0,True,2025-06-20,CHI @ SEA,S. Diggins,assists,3.2,-114.91400683663355,-114.84116853111419,1.4715069129718876,under,1.8707678725239265,"{'4': 4.0, '5': 12.0, '6': 35.0}"
PAPER_FLX_20250619_004,Flex,4,,,5.0,ovulatory,0.6436156166753094,50.0,True,2025-06-20,LAS @ SEA,C. Clark,rebounds,10.2,-107.59553243616317,-124.39005727393568,8.568804993847143,under,1.803922774790407,"{'2': 0.4, '3': 2.0, '4': 10.0}"
PAPER_FLX_20250619_004,Flex,4,,,5.0,ovulatory,0.5491211920425605,50.0,True,2025-06-20,LA @ PHO,B. Jones,rebounds,4.7,-105.25244035120527,-112.24993072398755,2.8596685129270236,under,1.8908691466891947,"{'2': 0.4, '3': 2.0, '4': 10.0}"
PAPER_FLX_20250619_004,Flex,4,,,5.0,ovulatory,0.5834733899156482,50.0,True,2025-06-20,LA @ NY,C. Clark,rebounds,4.2,-115.96467466365141,-116.03223625914246,3.0059657436686025,under,1.8618294641556625,"{'2': 0.4, '3': 2.0, '4': 10.0}"
PAPER_FLX_20250619_004,Flex,4,,,5.0,ovulatory,0.5024485668489342,50.0,True,2025-06-20,SEA @ MIN,A. Gray,points,21.4,-109.18491031243889,-123.26500096894972,22.884450227633785,over,1.915877475320026,"{'2': 0.4, '3': 2.0, '4': 10.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.5491211920425605,100.0,True,2025-06-20,LA @ PHO,B. Jones,rebounds,4.7,-105.25244035120527,-112.24993072398755,2.8596685129270236,under,1.8908691466891947,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.5860183249174191,100.0,True,2025-06-20,LAS @ SEA,B. Jones,points,27.7,-119.9243135040097,-114.50216960751474,29.385179874886333,over,1.833859265716426,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.5148082337333243,100.0,True,2025-06-20,CHI @ SEA,B. Jones,rebounds,8.2,-126.02285911949431,-117.86918676842716,9.023979173678017,over,1.7935068343845497,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.6050479075693541,100.0,True,2025-06-20,LA @ PHO,A. Wilson,assists,4.3,-116.4459293593752,-110.88525003851856,3.0776151325837726,under,1.901833201126955,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.48172051059450793,100.0,True,2025-06-20,LA @ PHO,A. Wilson,points,15.8,-111.29382787751729,-124.09189121237841,15.149647599595026,under,1.8058544279001592,"{'3': 1.5, '4': 5.0, '5': 20.0}"
