slip_id,type,legs,combined_odds,potential_multiplier,total_stake,phase,confidence,potential_payout,dry_run,date,game,player,prop_type,line,over_odds,under_odds,projection,pick,decimal_odds,flex_payouts
PAPER_FLX_20250619_002,Flex,3,,,5.0,ovulatory,0.5554779560549417,25.0,True,2025-06-24,LAS @ CHI,C. Clark,points,20.0,-120.34909748686101,-127.81281217910833,19.45789015919989,under,1.782394177039675,"{'2': 1.2, '3': 5.0}"
PAPER_FLX_20250619_002,Flex,3,,,5.0,ovulatory,0.48450398633659286,25.0,True,2025-06-24,LAS @ CHI,C. Clark,assists,3.3,-117.60295573838512,-126.28721837254534,3.7902878811904444,over,1.8503187642873198,"{'2': 1.2, '3': 5.0}"
PAPER_FLX_20250619_002,Flex,3,,,5.0,ovulatory,0.6238736093347499,25.0,True,2025-06-24,DAL @ MIN,A. Wilson,assists,4.6,-117.82812932337771,-113.58082375322783,4.9724691890081925,over,1.8486937760469009,"{'2': 1.2, '3': 5.0}"
PAPER_FLX_20250619_003,Flex,5,,,5.0,ovulatory,0.5168996592236996,100.0,True,2025-06-24,DAL @ LA,D. Taurasi,rebounds,7.3,-111.5997360767835,-129.2665793301373,7.978828795322918,over,1.896059466764307,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_003,Flex,5,,,5.0,ovulatory,0.4782087725905121,100.0,True,2025-06-24,LAS @ CHI,S. Diggins,rebounds,8.8,-108.92444082714223,-117.3848721052021,9.91043088508524,over,1.918067600261498,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_003,Flex,5,,,5.0,ovulatory,0.591142536297078,100.0,True,2025-06-24,DAL @ LA,K. Mitchell,points,26.9,-116.14262246331197,-122.55999606016745,25.220307868939543,under,1.8159269191793035,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_003,Flex,5,,,5.0,ovulatory,0.5796882916190739,100.0,True,2025-06-24,DAL @ MIN,A. Wilson,rebounds,10.4,-115.84638239351378,-122.1608004537659,11.220105403487626,over,1.8632121084309232,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_003,Flex,5,,,5.0,ovulatory,0.4927507931147193,100.0,True,2025-06-24,DAL @ LA,S. Diggins,assists,4.3,-123.35546928594285,-126.64013733538745,2.5868201090788667,under,1.789639067866493,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_004,Flex,6,,,5.0,ovulatory,0.6238736093347499,175.0,True,2025-06-24,DAL @ MIN,A. Wilson,assists,4.6,-117.82812932337771,-113.58082375322783,4.9724691890081925,over,1.8486937760469009,"{'4': 4.0, '5': 12.0, '6': 35.0}"
PAPER_FLX_20250619_004,Flex,6,,,5.0,ovulatory,0.48450398633659286,175.0,True,2025-06-24,LAS @ CHI,C. Clark,assists,3.3,-117.60295573838512,-126.28721837254534,3.7902878811904444,over,1.8503187642873198,"{'4': 4.0, '5': 12.0, '6': 35.0}"
PAPER_FLX_20250619_004,Flex,6,,,5.0,ovulatory,0.5408122918843037,175.0,True,2025-06-24,DAL @ LA,D. Taurasi,assists,4.8,-117.27815774987072,-112.16200090911656,5.114788231470053,over,1.8526736940503334,"{'4': 4.0, '5': 12.0, '6': 35.0}"
PAPER_FLX_20250619_004,Flex,6,,,5.0,ovulatory,0.5470105678962625,175.0,True,2025-06-24,DAL @ LA,K. Mitchell,rebounds,11.0,-128.0231366147163,-114.92163021449181,10.600660476363066,under,1.8701582096717404,"{'4': 4.0, '5': 12.0, '6': 35.0}"
PAPER_FLX_20250619_004,Flex,6,,,5.0,ovulatory,0.5457947809691727,175.0,True,2025-06-24,DAL @ LA,D. Taurasi,assists,6.7,-115.23820506547635,-111.61849641593284,6.325414463622776,under,1.8959088610848338,"{'4': 4.0, '5': 12.0, '6': 35.0}"
PAPER_FLX_20250619_004,Flex,6,,,5.0,ovulatory,0.5060205744711831,175.0,True,2025-06-24,LAS @ CHI,S. Diggins,assists,7.7,-106.86543210816326,-126.51199649476636,7.595761370708698,under,1.7904388735509116,"{'4': 4.0, '5': 12.0, '6': 35.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.649508630655093,100.0,True,2025-06-24,LAS @ CHI,S. Diggins,points,26.2,-127.96796736401323,-117.45229435543087,24.968601484752362,under,1.851409506717534,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.5457947809691727,100.0,True,2025-06-24,DAL @ LA,D. Taurasi,assists,6.7,-115.23820506547635,-111.61849641593284,6.325414463622776,under,1.8959088610848338,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.6327367909078617,100.0,True,2025-06-24,DAL @ MIN,K. Mitchell,points,22.4,-109.88028650399059,-112.57999847265847,22.16297106152339,under,1.8882572513472393,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.5639869835301644,100.0,True,2025-06-24,LAS @ CHI,K. Mitchell,assists,7.1,-129.20245264328005,-110.34558683588511,7.775941825045819,over,1.7739791153662834,"{'3': 1.5, '4': 5.0, '5': 20.0}"
PAPER_FLX_20250619_005,Flex,5,,,5.0,ovulatory,0.5470105678962625,100.0,True,2025-06-24,DAL @ LA,K. Mitchell,rebounds,11.0,-128.0231366147163,-114.92163021449181,10.600660476363066,under,1.8701582096717404,"{'3': 1.5, '4': 5.0, '5': 20.0}"
